en,ngiemboon
approach,éfaʼte
hit with a very weak stick,ésyɛ́ʼ
bread and butter,éshÿɔg
tan,ésẅíge
sustain,éshÿɔg
knot,lezyɛ̌
whiplash,ésyɛ́ʼ
tidy sum,lekwɛ́
cd,málàʼa
mellisonant,mbàŋte
squash vine,lepwɔʼ
mental test,lʉ̀ŋte
alkali,letsìŋ
let on,éshʉ́a
wind,lekèle
bypass by a lot,ḿbaŋte
vingt-et-un,lelyɛ̌
anchor ring,leleŋé
swinging,malʉ́ŋ
tug,éshwoŋ
scented,mbàŋte
duologue,éshwóŋ
conk,lekẅɛ̀
meandering,lekèle
digest,lepfòm
stateliness,Mbélòŋ
endorse,éshÿɔg
scatter,ésyeen
squeeze,lepwɔʼ
redress,ésiŋte
crosstie,lelɔ́g
mellow,kúkwóŋ
break out,éshʉ́a
former,láʼ tá
lock away,jÿɔ̀ʼɔ
combing,kekÿɛ̀
Hera,jʉʼɔɔn
get,éshwoŋ
puff,kʉ̀kʉ̀
sleeper goby,lelɔ́g
quiz,lʉ̀ŋte
Trygve Halvden Lie,éshʉ́a
rocker,lepiʼí
rise,éshʉ́a
labialise,lekélè
chaff,kwɔ̀gɔ
accuse,ésẅile
protrusion,leluʼú
maniac,gʉ̀gʉ̀
root word,letsìŋ
rootage,lesaʼá
brood,éshʉ́a
lot,lekaʼá
quite a little,lepʉ́a
dwell,éshʉ́a
Cross,éfʉ́ŋe
sweetened,mbàŋte
circular,lekélè
join,lefagá
lottery,kʉ̀kʉ̀
hoist,lekèle
die,lekẅɛ̀
spine,lezɔ́g
exchange,lefagá
purloin,gwɔ̀bɔ
nut,lelùŋo
Dr.,lɔ́gtà
newspaper publisher,mantúm
stick out,manjÿò
castor oil plant,leshʉŋ
suffer,éshÿɔg
faulting,éshʉ́a
spraying,éfɔ́ɔn
hit,éfÿɔ́g
staging,mbàndà
fleece,lezɔ́b
knock,leluʼú
abstract,gwɔ̀bɔ
osier,lekʉ̀b
reason,éshwóŋ
flog,ésyɛ́ʼ
k. bowl made from a calabash,kàtùʼu
wrench,éshwoŋ
throne,kwɔ̀ʼɔ
pass,kʉ̀kʉ̀
glow,ésẅíge
boodle,lʉ̀mte
rest,lelɔ́g
great deal,lekwɛ́
wreathe,lekèle
sign,ésẅéen
pluck,éshwoŋ
vulva,mátsɔʼ
speedily,éfʉ́ʼʉ
paragon,lepùme
life-time,letsẅé
piece of framing,mambye
sting,ésẅíge
off,éfÿɔ́g
software,lepuʼú
snuff it,lekẅɛ̀
alight,kyɛ̀ʼɛ
plumage,letoŋó
stinging,lecʉ́a
push back,éshwoŋ
deal,lekwɛ́
traverse,éfʉ́ŋe
prominence,leluʼú
bloodline,lesaʼá
pin,lejÿɔʼ
interchange,lefagá
storehouse,lenuŋé
cause,éshwoŋ
marvel,mángʉm
sterile animal,lefÿɛ́
grapple,ésẅíbe
ringlet,jÿɔ̀ʼɔ
power train,éshwoŋ
suddenly,levɔ́g
hall,lelaʼá
departure,lekẅɛ̀
propagate,ésyeen
phone,lelʉŋé
tire,lekʉ̂a
imitation,lʉ̀ŋte
breakout,éshʉ́a
simoleons,mbelég
packaging,manzòŋ
Bamboutos mountain,mangwá
international nautical mile,lezyɛ̌
atomic pile,lekaʼá
pile of filth,lepfɛ́
ghostwrite,gegÿɛ́
leech,kèmùʼu
ambuscade,lejÿɔʼ
cut back,lecʉ́a
separate,éshʉ́a
cheek,legÿɔʼ
sacred hut of seers,letsab
extract,éshwoŋ
ramify,éfegte
outcry,lelʉ̀a
passel,lekaʼá
tack,lefegé
fag,lekʉ̂a
dinero,lʉ̀mte
can,kwɔ̀ʼɔ
flip-flop,lefagá
idiot,kʉ̀kʉ̀
lots,gyɔ́ɔn
sand trap,lejÿɔʼ
bag,ésẅíbe
ball,lepuʼú
kale,mbelég
dough,mbelég
weightlessness,jyâjyâ
piling,lekaʼá
furtherance,manzòŋ
blow,leluʼú
snipe,lekélè
mile,lezyɛ̌
asphalt,kùntâg
lawsuit,éshwóŋ
loofah plant root used in sauces,lʉ̀mte
transpose,lefagá
lug,éshwoŋ
accompaniment,éshÿɔg
rag,éssóte
k. ritual for the mother of the deceased,lesẅɛ̀
foolishness,legʉ̀e
trounce,ésyɛ́ʼ
civilise,éshwoŋ
get out,éshʉ́a
ultimately,magmag
lucre,lʉ̀mte
groundwork,letsìŋ
trial,lʉ̀ŋte
go bad,éshʉ́a
throne,lepʉ́a
mother-in-law,mákẅìʼ
sound out,kwɔ̌ɔn
deplete,ésẅéʼe
spectre,gegÿɛ́
very much,gyɔ́ɔn
plenty,lepʉ́a
paper,mantúm
switch,lefagá
break of serve,éshʉ́a
gamy,kúkwóŋ
confirm,éshÿɔg
understructure,letsìŋ
sugar,lʉ̀mte
saccharify,lʉ̀mte
closed chain,lelʉŋé
tintinnabulation,lelʉŋé
teaser,éssóte
hold on,éfwoon
soften,éshʉ́a
lancet,ésyɛ́ʼ
carve up,éfegte
ear,letuŋó
vibrate,ésẅete
fake,lʉ̀ŋte
boldness,legÿɔʼ
induce,éshwóŋ
loftiness,Mbélòŋ
long-eared owl,gẅílíd
foil,éfʉ́ŋe
time,legʉ̀a
dwell,cÿɔ̌nò
have too much water,ésẅaga
sp. weed,kùkwóŋ
crude,makʉ́ŋ
join,lefegé
call out,lelʉ̀a
shortsighted,levɔ́g
dissect,ḿbaʼte
clump,lepuʼú
orb,lepuʼú
knell,leleŋé
annulus,lelʉŋé
amble,ḿbaŋte
light up,kyɛ̀ʼɛ
rectify,ésiŋte
be pregnant,éshwoŋ
financial support,éshÿɔg
assignment,lelèʼe
courier,mantúm
big bucks,lekaʼá
stupid,legʉ̀e
push,éshwoŋ
sleeper,lelɔ́g
indurate,cÿɔ̀gɔ
nap,lekaʼá
yap,lejÿɔʼ
mint,lekaʼá
disunite,éfegte
cumulus,lekaʼá
ram,éshwoŋ
come along,ésíʼte
stomach,éshÿɔg
premix,éfaŋte
put up,éshÿɔg
pack,leleŋé
life,legwɔ́
unwrap,éshʉ́a
consist,éshʉ́a
mingle,éfaŋte
blast,éfaʼte
meanspirited,letsìŋ
restrain,éfwoon
crosshatch,éshʉ́a
pass,lekẅɛ̀
soak,lezɔ́b
reverberate,leleŋé
draw and quarter,kʉ̀kʉ̀
swell,éshʉge
tie,kʉ̀kʉ̀
bleed,kèmùʼu
snarf,gwɔ̀bɔ
hothead,gʉ̀gʉ̀
casava,kasálà
ling,jÿɔ̀gɔ
press,hányàŋ
ambush,lejÿɔʼ
heights,kúkwóŋ
drive,éshwoŋ
interchange,lefegé
divulge,éshʉ́a
buttock,lecwoŋ
struggle,lekwɛ̀
musket ball,lepuʼú
sanctify,ésẅéen
plenteous,gùgùbo
ringing,lelʉŋé
sticky matter,kʉkʉ́ŋ
repel,éshwoŋ
dearest,kwɔ́ʼɔ
polish up,lekélè
child with a naval wound up since birth,kántoŋ
inunct,kàlàsí
respite,éshʉ́a
show oneself,ésyɛ́b
examination,lʉ̀ŋte
echo,lelʉŋé
telephone,lelʉŋé
musical accompaniment,éshÿɔg
mixing,éfaŋte
enounce,kwɔ̌ɔn
be proud,éfómte
skunk,lepʉ́a
imagine,kwàŋte
beloved,kwɔ́ʼɔ
lifespan,legwɔ́
develop,éshwoŋ
coffee,kàafée
romance,gʉgÿɛ́
lunation,máŋwʉ́
alveolus,lekʉ̀a
anoint,kàlàsí
broadcast,ésyeen
rift,éshʉ́a
grouchy,éfʉ́ŋe
peck,lekaʼá
titillation,ésẅete
little,levɔ́g
tantalise,éssóte
weaken,éshʉ́a
hard-boiled,cÿɔ̀gɔ
expiration,lekẅɛ̀
vegetable oil,kàlàsí
mountain,lekwɛ́
kip,lelɔ́g
blow up,éshʉge
bring out,éshʉ́a
spread,ésyeen
trammel,lejÿɔʼ
turn off,lecʉ́a
originate,éshʉ́a
butterfly,gʉgÿɛ́
theme,letsìŋ
defend,éshÿɔg
evaporate,ésyeen
auto-mechanic,makánè
agility,jyâjyâ
jackpot,lepʉ́a
crumple,makósǎ
suntan,ésẅíge
horizontal,lejʉ̀ŋ
switch,lefegé
branding iron,hányàŋ
junction,lefagá
base of operations,letsìŋ
biography,legwɔ́
crochet,lezɔ́b
package,lepuʼú
shout,lelʉ̀a
sizable,gùgùbo
lock up,jÿɔ̀ʼɔ
curve,lekèle
force,éshwoŋ
home,lelaʼá
cakehole,lejÿɔʼ
going,lekẅɛ̀
hardened,cÿɔ̀gɔ
shit,kwɔ̀ʼɔ
marijuana cigarette,lefagá
animation,legwɔ́
unwashed,makʉ́ŋ
atomic number 26,hányàŋ
documentation,éshÿɔg
nap,lelɔ́g
k. cultural dance,mánzàʼ
apace,éfʉ́ʼʉ
closet,jÿɔ́ʼɔ
living,éfwoon
snap off,éshʉ́a
poor,levɔ́g
phlebotomize,kèmùʼu
spider,gégaŋá
take up,kʉ̀kʉ̀
fleece,gwɔ̀bɔ
nark,mbâmbǎ
spate,lepʉ́a
market corner,legwaŋ
rock oil,kàlàsí
cop,lezɔ́b
scale of measurement,kèkège
bleak,lecʉ́a
produce,éshʉ́a
edged,lecʉ́a
compensate,ésiŋte
pull a fast one on,kwóŋte
wax light,málàʼa
replace,lefagá
carve up,éshʉ́a
younker,leshùm
broom,jÿɔ̀gɔ
loot,lʉ̀mte
fill out,lekélè
keep going,éshÿɔg
fitting,lelèʼe
illuminate,kyɛ̀ʼɛ
beat back,éshwoŋ
moonstruck,gʉ̀gʉ̀
lie in,éshʉ́a
border,lelʉŋé
burst,éshʉ́a
fatigue,lekʉ̂a
weakness,lepÿɛ́
k. cultural dance,kwàkwà
organized religion,letʉ́m
simoleons,lʉ̀mte
jut,leluʼú
iron,hányàŋ
thought process,kwàŋte
bulge,leluʼú
womanhood,manzwě
honeyed,mbàŋte
sway,malʉ́ŋ
rend,éshwoŋ
charwoman,manzwě
impersonation,lʉ̀ŋte
effort,éshwóŋ
campaign,éshwoŋ
formal,lepuʼú
religious belief,letʉ́m
break down,ḿbaʼte
moon around,máŋwʉ́
sunburn,ésẅíge
coquette,gégÿɛ́
disunite,éshʉ́a
gimcrackery,jyâjyâ
James Jerome Hill,lekwɛ́
faux,lʉ̀ŋte
issue,lekẅɛ̀
direct,éshwoŋ
resound,lelʉŋé
supporting,éshÿɔg
burn mark,ésẅíge
cupboard,jÿɔ́ʼɔ
broad,mbèlàŋ
religion,lezẅíŋ
organized religion,lezẅíŋ
enunciate,kwɔ̌ɔn
curtly,levɔ́g
new cocoyam,mákàba
hold,éshÿɔg
knee joint,kẅiʼté
tear,éshwoŋ
thorn,lezɔ́g
all-embracing,mbèlàŋ
combine,éfaŋte
petroleum,kàlàsí
posit,éshʉ́a
round down,lekélè
slue,lecʉ́a
consider,kwàŋte
discipline,éshwoŋ
feed,ésẅéʼe
blind snake,lepúbè
early days,leshùm
mix in,éfaŋte
heather,jÿɔ̀gɔ
high up,kúkwóŋ
decease,lekẅɛ̀
thin out,lecʉ́a
stupidity,legʉ̀e
grasp,ésẅíbe
very large,lelemé
 Eh !, Ɛ̌ɛn!
patronage,éshÿɔg
pluck,lezɔ́b
light,jyâjyâ
dialog,éshwóŋ
break up,ésyeen
suffer,lepfòm
sort,éfegte
char,manzwě
copiousness,gyɔ́ɔn
venter,lepfòm
reduce,lecʉ́a
late,láʼ tá
cry,lelʉ̀a
simulated,lʉ̀ŋte
dissipate,ésyeen
found,letsìŋ
substructure,letsìŋ
insistent,lelʉ̀a
increase,éshʉ́a
give away,éshʉ́a
cultivate,éshwoŋ
cleanliness,katẅɛ̀
pj's,cukúlù
edema,fɔ̀bte
card,éssóte
vain commentary,kélɔɔn
marijuana cigarette,lefegé
spray,éfɔ́ɔn
score,kwɛ̀te
potentiometer,lepʉ́a
irritate,mbâmbǎ
all-encompassing,mbèlàŋ
thumb piano,kekÿɛ̀
burl,lezyɛ̌
recrudesce,éshʉ́a
stick out,éshÿɔg
peal,leleŋé
swing over,malʉ́ŋ
strap,ésyɛ́ʼ
raft,lekwɛ́
ball,lelùŋo
pull up,éshwoŋ
sentiment,kwàŋte
feathering,letoŋó
wampum,lʉ̀mte
moonshine,máŋwʉ́
appointee,lelèʼe
knit,makósǎ
gravel,mbâmbǎ
thrust,éshwoŋ
incubate,éshʉ́a
weed,lepʉ́a
psychometric test,lʉ̀ŋte
national,lelaʼá
ten-spot,legʉ́m
enviousness,éshʉ́m
cassava,kasálà
beau ideal,lepùme
Ball,lelùŋo
juncture,lefegé
youth,leshùm
life sentence,letsẅé
gelt,lʉ̀mte
soak,gwɔ̀bɔ
replace,lefegé
hiccough,késhʉʼ
take aim,éshwoŋ
mend,lɔ́gtà
tie,lelɔ́g
polish off,éfÿɔ́g
state,kwɔ̌ɔn
ransack,kekÿɛ̀
go down,ésẅíʼi
trick,kwóŋte
draw,kʉ̀kʉ̀
kitty,lepʉ́a
audience,lepigé
cauterize,ésẅíge
lightsomeness,jyâjyâ
short-circuit,levɔ́g
discriminate,éfegte
lie in,cÿɔ̌nò
grow,éshʉ́a
call,leleŋé
refined sugar,lʉ̀mte
polish,lekélè
axilla,legabá
inured,cÿɔ̀gɔ
break away,éshʉ́a
breaking,éshʉ́a
dispel,ésyeen
family,lelaʼá
reconstruct,ésẅíʼi
clamant,lelʉ̀a
band,leleŋé
taper,málàʼa
crapper,kwɔ̀ʼɔ
crusade,éshwoŋ
chunk,lepuʼú
thread,kʉ̀kʉ̀
establish,letsìŋ
annoyer,éssóte
find,leluʼú
backup,éshÿɔg
Chinese bamboo,lefÿàg
check,éshwoŋ
Cancer the Crab,kaŋsɛ̂
caper,kwóŋte
burning,ésẅíge
hybridise,éfʉ́ŋe
parkway,éshwoŋ
bump,leluʼú
drop dead,lekẅɛ̀
ulcer,fʉfʉ̌ŋ
tickle,ésẅete
tumefy,éshʉge
orb,lelùŋo
plenty,lekaʼá
interrupt,éshʉ́a
mickle,lekwɛ́
parasite,kèmùʼu
fossil oil,kàlàsí
sweep,malʉ́ŋ
mash,gégÿɛ́
psychoanalyze,ḿbaʼte
fix,lɔ́gtà
crotchet,lezɔ́b
clock,legʉ̀a
black flag,lelyɛ̌
cruciform wooden whistle,letagá
halo,leleŋé
down,lekaʼá
impertinence,legÿɔʼ
uncouth,makʉ́ŋ
cornerstone,letsìŋ
jive,malʉ́ŋ
play a joke on,kwóŋte
surround,lelʉŋé
deal,lepʉ́a
brokenheartedness,lemÿàg
rust,ésẅéʼe
cut across,éfʉ́ŋe
pull,éshwoŋ
lilt,malʉ́ŋ
geld,lecʉ́a
subscriber,letòŋo
crude,kàlàsí
livelihood,éshÿɔg
get into problems,ésyeen
stupid person,legʉ̀e
suck,kʉ̀kʉ̀
surcharge,lezɔ́b
nonsensicality,jyâjyâ
remove,éfÿɔ́g
life history,letsẅé
crochet,gwɔ̀bɔ
pitcher's mound,lekwɛ́
mound,lekwɛ́
skirt,leleŋé
stomach,lepfòm
musket ball,lelùŋo
articulatio,lefegé
put up,lepfòm
accost,lezɔ́b
ancestry,lesaʼá
canvas,ḿbaʼte
mob,leleŋé
break,leluʼú
sling,lékɔ̂d
clod,lelùŋo
violate,éshʉ́a
swashbuckler,gʉ̀gʉ̀
day nursery,leleʼé
wear,lekʉ̂a
joint,lefagá
croak,lekẅɛ̀
high,kúkwóŋ
conjuration,kwóŋte
moth,lepagá
observe,éfwoon
hatful,lekwɛ́
round off,lekélè
mess,lekwɛ́
crapper,lepʉ́a
philander,gʉgÿɛ́
faecal matter,kwɔ̀ʼɔ
aliveness,legwɔ́
Lucille Ball,lepuʼú
across-the-board,mbèlàŋ
cop,gwɔ̀bɔ
sweetener,lezɔ́b
do openly,éshÿée
knock off,lezɔ́b
unawares,levɔ́g
close to,lejʉ́ŋ
examine,ḿbaʼte
stalk,kwɔ̀gɔ
donjon,éfwoon
folly,legʉ̀e
coarse,makʉ́ŋ
rive,éshwoŋ
idiot,gʉ̀gʉ̀
promenade,mbàŋte
erupt,éshʉ́a
rationalize,lecʉ́a
provenience,lepiʼí
tum,manjÿò
shiver,éshʉ́ŋ
alternate,lefagá
speciate,éfegte
skin,lekwɛ̀
come-on,lezɔ́b
sap,lelyɛ̌
cutting,lecʉ́a
carcase,kɔ̀ʼte
chafe,mbâmbǎ
wagon-lit,lelɔ́g
embrocate,kàlàsí
filth,lefóon
wad,lepʉ́a
Napier grass,kekàʼa
heap,lepʉ́a
pajama,cukúlù
woman,manzwě
vibrating reed,kekàʼa
candela,málàʼa
puff,éshwoŋ
lettuce,mbelég
cassava starch,kasálà
wear,éshʉ́a
discipline,ésiŋte
pin down,lejÿɔʼ
Here,jʉʼɔɔn
make out,lecʉ́a
trumpery,jyâjyâ
testis,lepuʼú
crack,éshʉ́a
squash rackets,lepwɔʼ
nose,lekèle
testicle,lepuʼú
vanish,ésyeen
depot,lenuŋé
cut,malʉ́ŋ
pile,lekwɛ́
overcharge,lezɔ́b
butterfly stroke,gégÿɛ́
k. cultural dance,manzàb
mantle,mbèlàŋ
educate,éshwoŋ
crude oil,kàlàsí
stand,manjÿò
eternal sleep,lelɔ́g
interlock,jÿɔ̀ʼɔ
pulling,éshwoŋ
liveliness,letsẅé
lifetime,letsẅé
aggroup,manzòŋ
good deal,lekwɛ́
appointment,lelèʼe
reciprocation,lefagá
scotch,éfʉ́ŋe
take a crap,kwɔ̀ʼɔ
buttress,mambye
circularize,ésyeen
stroll,ḿbaŋte
fag out,lekʉ̂a
wrap,lekèle
repulse,éshwoŋ
Cancer,kaŋsɛ̂
encounter,leluʼú
give way,éshʉ́a
give-up the ghost,lekẅɛ̀
potful,lepʉ́a
slew,lekaʼá
mathematical group,manzòŋ
fecal matter,kwɔ̀ʼɔ
Alfred Hawthorne,lekwɛ́
sprayer,éfɔ́ɔn
suppose,kwɔ̌ɔn
residence hall,lelaʼá
mount,lekwɛ́
dream up,éshʉ́a
break,éfegte
yell,lelʉ̀a
even up,ésiŋte
deny,ésẅíge
packet,lepuʼú
sugared,mbàŋte
sacred copse,lefomó
basal,letsìŋ
glucose,lʉ̀mte
orchis,lepuʼú
axillary fossa,legabá
pluck,gwɔ̀bɔ
geological fault,éshʉ́a
afterwards,láʼ tá
make,éshwóŋ
hydrops,fɔ̀bte
appear,ésíʼte
ill-tempered,éfʉ́ŋe
shekels,mbelég
stupefied,legʉ̀e
articulatio genus,kẅiʼté
sopor,lelɔ́g
a good deal,légʉ́a
dangle,malʉ́ŋ
doughnut,lelʉŋé
dullard,legʉ̀e
BM,kwɔ̀ʼɔ
car-mechanic,makánè
spate,lekaʼá
cultivated carrot,kalɔ̂d
inadequate,levɔ́g
lot of,gyɔ́ɔn
allege,kwɔ̌ɔn
interbreed,éfʉ́ŋe
suffer,manjÿò
air mile,lezyɛ̌
troll,lekélè
die,éshʉ́a
magniloquent,máamáa
Reed,kekàʼa
crush,lepwɔʼ
enured,cÿɔ̀gɔ
vellicate,ésẅete
equivalence,kwɔ̌ɔn
do,éshwóŋ
movement,éshwoŋ
slash,ésyɛ́ʼ
a lot,légʉ́a
expose,éshʉ́a
sp. shrub,mbepwó
newspaper clipping,lecʉ́a
fat animal,lefÿɛ́
watchword,lelʉ̀a
formal,lelùŋo
base,lelaʼá
write out,lecʉ́a
mature,éshʉ́a
grudge,kwɛ̀te
drive,éshwóŋ
afep pigeon,kàpʉ̀ŋ
perish,lekẅɛ̀
phone,leleŋé
squash racquets,lepwɔʼ
bundle,lepuʼú
break-dance,éshʉ́a
stemma,lesaʼá
play tricks,kwóŋte
spook,gegÿɛ́
badger,éssóte
trial run,lʉ̀ŋte
a tooth.,lesoŋ;
hold,ésẅíbe
solicit,lezɔ́b
k. cultural dance,kelɔ̂g
knitting,makósǎ
machinist,makánè
darling,kwɔ́ʼɔ
battle,lekwɛ̀
X,legʉ́m
sweetness,mbàŋte
rest,cÿɔ̌nò
snipe,éfaʼte
abundance,gyɔ́ɔn
force,kʉ̀kʉ̀
grip,ésẅíbe
sens,lepʉ́a
quietus,lelɔ́g
slub,lezyɛ̌
alternate,lefegé
market shelf,legwaŋ
coquet,gégÿɛ́
melt,ésyeen
say,kwɔ̌ɔn
caricature,lʉ̀ŋte
weary,lekʉ̂a
touch,gegÿɛ́
teemingness,gyɔ́ɔn
Doctor of the Church,lɔ́gtà
mineral pitch,kùntâg
believe,kwàŋte
java,kàafée
give-and-take,lefegé
trend,lecʉ́a
thump,kɔ́ɔnte
displace,ésẅɛʼte
sorrow,lemÿɔ̀g
grass,cʉ̀cʉ̀a
Kid,cʉ̀cʉ̀ŋ
DOE,mbàlasí
kris,éswáʼte
cockcrow,mamelém
mutual aid,lekẅétè
mill around,mashʉ́ŋ
grayback,lejwoŋó
flannel,féfɔ́gɔ
thaumaturgy,gwɔ́bte
shoot,lesɔ̀ɔn
describe,jʉ́jʉ́ŋ
tell on,cʉ̀cʉ̀a
nipper,kwéntum
quarter,jʉ́jʉ́ŋ
depict,jʉ́jʉ́ŋ
principle,kʉankàŋ
random memory,kèkwòon
hold fast,éshÿɔ́g
public place,mángyɛ̌
licking,kɔ́ɔnte
ground around a plant,letsiŋé
plunderer,mankẅíŋ
shell,kɔ́ɔnte
valet,mámbàŋa
field goal,kánzɔɔn
minor,kékɔ́gɔ
lightly crush,éshÿɔ́ʼ
k. cultural dance,mántÿɔʼ
cram,kèkwòon
painful,mancʉ́ŋ
hoot,kwɔ̀gkû
push,mbàlasí
energy,mbàlasí
recurrence,lekwɔ́ʼ
pock,lesìŋte
last,letɔ́ɔn
line,jʉ́jʉ́ŋ
pivot,lekẅìle
one and only,mákìkyè
tops,leshʉ́a
immobilise,lekẅèle
tucker,kɔ́ɔnte
muscularity,mbàlasí
demolish,éshÿɔ́ʼ
Chinese bamboo,lefÿɔ̀g
sort,éfʉ́ŋte
mop up,lesɔ̀ɔn
prank,kwóonte
Andrew D. White,féfɔ́gɔ
vex,kɔ́ɔnte
measles,mánkÿɛ̌
pin tumbler,lekẅìle
wet-nurse,mántsab
push in,éshÿɔ́g
final,letɔ́ɔn
small fry,cʉ̀cʉ̀ŋ
pulverisation,mashʉ́ŋ
tremendous,mancʉ́ŋ
wipe,éshʉ́ʼʉ
offense,fʉ̌ʼ nò
finger joint,lejwoŋó
Cameroon,Kàmalûm
trap,lekẅèle
humanity,mámbàŋa
a bag.,apɔ̀ɔn;
coconut palm,kùkùnêg
1,mákìkyè
notice,lesìŋte
bring back,lekwɔ́ʼ
grief,lemÿɔ̀g
delineate,jʉ́jʉ́ŋ
flim-flam,kwóonte
denounce,lesìŋte
eighter from Decatur,lefɔ̌ɔn
forthwith,fʉ̀ʼɔɔn
gain,lekẅìʼi
pry,kúlú pâ
straight off,fʉ̀ʼɔɔn
get,kɔ́ɔnte
hark back,lekwɔ́ʼ
drafting,jʉ́jʉ́ŋ
creese,éswáʼte
whiteness,féfɔ́gɔ
Edward White,féfɔ́gɔ
White person,féfɔ́gɔ
scum bag,cʉ̀cʉ̀a
entirely,gíle yé
play tricks,gwɔ́bte
grade,lesìŋte
egg white,féfɔ́gɔ
impinging,lyèente
chela,kwéntum
coming back,lekwɔ́ʼ
joke,kwóonte
puzzle,éshÿɔ́g
movement,ésẅɛʼte
Laundromat,lesɔgɔ́
foot,cÿó ndá
match,málefág
crevice,leshʉ́a
random-access memory,kùkwòon
chock up,kèkwòon
quiver,éshúʼte
ravel,lejwoŋó
person responsible,makwɔ̀ʼ
sp. cocoyam,káŋfelé
livid,féfɔ́gɔ
spot,lesɔ̀ɔn
taro leaf,letèkǔʼ
k. cultural dance,mankwɔʼ
sop up,jʉ́jʉ́ŋ
accession,lekẅìʼi
move,ésẅɛʼte
tweezer,kwéntum
amaze,kɔ́ɔnte
cocoyam leaf,letòkǔʼ
rumple,éswáʼte
distinguish,lesìŋte
Calidris canutus,lejwoŋó
fox,kwóonte
vitality,mbàlasí
fast one,gwɔ́bte
Kyd,cʉ̀cʉ̀ŋ
play a trick on,gwɔ́bte
naut mi,lejwoŋó
childish behaviour,cʉ̀cʉ̀ŋ
tick off,lesìŋte
rake,éswáʼte
octad,lefɔ̌ɔn
bull,kúnɔ̀ɔn
wisecrack,leshʉ́a
ironic,kàlàngá
pulverise,ffo ssé
no more,éen èen
score,lesìŋte
nurse,mántsab
ram,kùkwòon
proceeds,lekwɔ́ʼ
one of the twins,málefág
middle,lejÿɔ́g
frisson,éshúʼte
get-up-and-go,mbàlasí
give up,lekwɔɔn
Cocos nucifera,kùkùnêg
put in,éshʉ́ge
diminished,kékɔ́gɔ
juiceless,legwaʼá
tiddler,cʉ̀cʉ̀ŋ
period,kʉ̀kʉ̀ŋ
oral communication,legɔ̀ɔn
matching,málefág
nobelium,éen èen
nook,ésẅíʼte
cop,kúnɔ̀ɔn
infatuation,éshÿɔ́ʼ
wry,legwaʼá
tax return,lekwɔ́ʼ
nestling,cʉ̀cʉ̀ŋ
prompt,ésẅɛʼte
grievance,lekwɔɔn
i,mákìkyè
break of day,mamelém
outfox,kɔ́ɔnte
pair of tweezers,kwéntum
give suck,mántsab
low,kékɔ́gɔ
propagation,lejwoŋó
counter,lekwɔ́ʼ
riposte,lekwɔ́ʼ
copper,kúnɔ̀ɔn
pull in,jʉ́jʉ́ŋ
assert,ésẅíʼte
slob,kúnɔ̀ɔn
come back,lekwɔ́ʼ
hiding place,lelyèen
k. cultural dance,kànɔ̀ɔn
coconut tree,kùkùnêg
plication,éswáʼte
drum,kɔ́ɔnte
flummox,éshÿɔ́g
jam,éshÿɔ́ʼ
snitch,cʉ̀cʉ̀a
splice,cú ntóŋ
prescript,kʉankàŋ
bureau,kʉ́kʉ́b
devolve,lekwɔ́ʼ
mallet,leshʉŋé
quiver,kɔ́ɔnte
crosstie,cú ntóŋ
joystick,éshÿɔ́g
drive,kèkwòon
chest,kʉ́kʉ́b
A-one,leshʉ́a
stain,lefwóon
force,kùkwòon
clear,letɔ́ɔn
matchless,mákìkyè
pound,kùkwòon
proceed,ésẅɛʼte
endue,cÿó gʉm
mortar,lepfwɔʼ
couple,málefág
tie beam,cú ntóŋ
break,éfʉ́ŋte
beat,éshÿɔ́ʼ
center,lejÿɔ́g
pin,lekẅìle
sentinel,másínzà
chill,éshúʼte
mini bikini,mántÿɔʼ
withdraw,jʉ́jʉ́ŋ
chronicle,mándagá
powder,ffo ssé
antic,gwɔ́bte
gabardine,féfɔ́gɔ
unity,mákìkyè
knot,lejwoŋó
nonplus,kɔ́ɔnte
offensive army,kẅè ncù
humble,kékɔ́gɔ
legerdemain,gwɔ́bte
regaining,lekwɔ́ʼ
tremor,éshúʼte
groundnut shell with three grains,máfǒsɔb
account,mándagá
secret society,kùmnzsè
cohere,éshÿɔ́g
niche,ésẅíʼte
middleman,lyèente
importune,ésẅíʼte
instauration,cÿó ndá
Aries,kùkwòon
forfeited,lekwɔɔn
rack up,lesɔ̀ɔn
append,ésẅíŋte
forgetful person,kâb ndá
wad,kùkwòon
crack cocaine,leshʉ́a
contact,lyèente
topnotch,leshʉ́a
no,éen èen
sp. insect,gáʼ ngi
get through,lyèente
commemorate,lesìŋte
take in,jʉ́jʉ́ŋ
squash,éshÿɔ́ʼ
man,mámbàŋa
address,legɔ̀ɔn
drubbing,kɔ́ɔnte
criminal offence,fʉ̌ʼ nò
vanquish,éshÿɔ́ʼ
tike,cʉ̀cʉ̀ŋ
dire,mancʉ́ŋ
criminal offense,fʉ̌ʼ nò
Aries,kèkwòon
minor,cʉ̀cʉ̀ŋ
check off,lesìŋte
john,kwóonte
ironical,legwaʼá
bond,éshÿɔ́g
whoremonger,gwɔ́bte
despite,mánẅile
spoken language,legɔ̀ɔn
k. cultural dance for young people,mangɔ́ʼ
forfeit,lekwɔɔn
international nautical mile,lejwoŋó
Thomas Kid,cʉ̀cʉ̀ŋ
hog,kúnɔ̀ɔn
take,lekwɔ́ʼ
thrashing,kɔ́ɔnte
