en,ngiemboon
exhaust,ésẅéʼe
tidy sum,lekaʼá
snare,gwɔ̀bɔ
articulation,lefagá
sleeping car,lelɔ́g
group,manzòŋ
lucre,mbelég
delicate problem,cʉa nò
fleece,gwɔ̀bɔ
cause,éshwoŋ
boldness,legÿɔʼ
take away,éfÿɔ́g
metre,legʉ̀a
pile,lekwɛ́
counterchange,lefegé
slingback,lékɔ̂d
crush,lepwɔʼ
articulate,kwɔ̌ɔn
addict,gwɔ̀bɔ
right,ésiŋte
displacement,kyàgte
lift,gwɔ̀bɔ
adult female,manzwě
corn sheller,kwɔ̀gɔ
sand trap,lejÿɔʼ
loss,lekẅɛ̀
internal,lelaʼá
lecturer,letòŋo
skin,lekwɛ̀
crude,makʉ́ŋ
reciprocation,lefagá
vulva,mátsɔʼ
mistily,magmag
gob,lejÿɔʼ
mother-in-law,mákẅìʼ
snarf,gwɔ̀bɔ
hybrid,éfʉ́ŋe
husband’s mother,mandúm
ghostwrite,gegÿɛ́
articulatio genus,kẅiʼté
lie,éshʉ́a
plentiful,gùgùbo
wampum,lʉ̀mte
reed,kekàʼa
hit with a very weak stick,ésyɛ́ʼ
sess,lepʉ́a
come apart,éshʉ́a
baseball swing,malʉ́ŋ
conceive,kwàŋte
hook,lezɔ́b
eat on,ésẅéʼe
swerve,lecʉ́a
do,éshwóŋ
hold up,éshÿɔg
axilla,legabá
rouge,mbèlûm
afterward,láʼ tá
brusque,levɔ́g
light,kyɛ̀ʼɛ
tardy,láʼ tá
retain,éfwoon
abnegate,ésẅíge
canvass,ḿbaʼte
induce,éshwóŋ
causal agency,éshwóŋ
demote,leluʼú
touch,gegÿɛ́
juvenility,leshùm
human knee,kẅiʼté
off,éfÿɔ́g
run,kʉ̀kʉ̀
skirt around,ḿbaŋte
decline,ésiŋte
approach,éfaʼte
scald,ésyɛ́ʼ
simoleons,mbelég
long-eared owl,gẅílíd
make an incision,ésyɛ́ʼ
take a crap,kwɔ̀ʼɔ
flip-flop,lefagá
immobilize,lejÿɔʼ
sort,éfegte
condition,éshwoŋ
richly,kúkwóŋ
prove,lʉ̀ŋte
transfix,ésẅíbe
Hill,lekwɛ́
face,legÿɔʼ
run through,ésẅéʼe
rag,éssóte
transpose,lefagá
unit of ammunition,lekélè
root,lesaʼá
mellow,kúkwóŋ
casava,kasálà
displume,éshwoŋ
ambush,lejÿɔʼ
abridge,lecʉ́a
intermission,éshʉ́a
squash racquets,lepwɔʼ
fair sex,manzwě
branch,éfegte
taunt,éssóte
cherubic,mbàŋte
Henry Sweet,mbàŋte
sp. insect,lengaŋ
crusade,éshwóŋ
batch,lepʉ́a
departure,lekẅɛ̀
wide,mbèlàŋ
sorrow,lemÿàg
annoy,mbâmbǎ
winding,lekèle
scream,lelʉ̀a
let on,éshʉ́a
encounter,leluʼú
deal,lepʉ́a
crisscross,éfʉ́ŋe
bankrupt,éshʉ́a
new cocoyam,mákàba
dilute too much,ésẅaga
mess,lekwɛ́
mole cricket,kèkɔ̀ʼ
loss,legʉ̀a
unwashed,makʉ́ŋ
trail,éshwoŋ
burn up,ésẅíge
tooth socket,lekʉ̀a
meld,éfaŋte
trick,kwóŋte
honey,kwɔ́ʼɔ
lunatic,gʉ̀gʉ̀
negotiation,éshwóŋ
hole,lejÿɔʼ
perfection,lepùme
patronize,éshÿɔg
crochet,gwɔ̀bɔ
flesh out,lekélè
menage,lelaʼá
dwelling,lelaʼá
ring,leleŋé
posit,éshʉ́a
suppose,éshwóŋ
bug,éssóte
grouchy,éfʉ́ŋe
knock off,lezɔ́b
knell,leleŋé
reconstruct,ésẅíʼi
scale of measurement,kèkège
whoremonger,kwóŋte
order,éshwóŋ
bump,leluʼú
sopor,lelɔ́g
discontinue,éshʉ́a
madcap,gʉ̀gʉ̀
allege,kwɔ̌ɔn
tug,éshwoŋ
lettuce,mbelég
slew,lekaʼá
stew,kwɛ̀te
harden,cÿɔ̀gɔ
scatter,ésyeen
sort out,ésiŋte
time out,éshʉ́a
snog,ésẅéʼe
jack oak,lelyɛ̌
scaffolding,mbàndà
vegetable oil,kàlàsí
draw,kʉ̀kʉ̀
even off,ésiŋte
shaft,ésyɛ́ʼ
environ,lelʉŋé
intersect,éfʉ́ŋe
feathering,letoŋó
Trygve Lie,cÿɔ̌nò
pelf,lʉ̀mte
amalgamate,éfaŋte
counterchange,lefagá
teaser,éssóte
envy,éshʉ́m
living,éfwoon
come apart,éfegte
ransack,kekÿɛ̀
fat animal,lefÿɛ́
younker,leshùm
back up,éshÿɔg
a tooth.,lesoŋ;
struggle,lekwɛ̀
collapse,éshʉ́a
filch,lezɔ́b
spile,lekaʼá
invidia,éshʉ́m
phlebotomize,kèmùʼu
crotchet,gwɔ̀bɔ
come-on,gwɔ̀bɔ
reference,lepigé
be excessively big,éfʉ́te
juncture,lefegé
burn off,ésẅíge
frill,jyâjyâ
one shot,lekélè
daydream,máŋwʉ́
fizgig,lekwoŋ
mean,kwàŋte
Chinese bamboo,lefÿàg
unspecified place,mǎŋŋwa
mi,lezyɛ̌
affirm,éshÿɔg
going,lekẅɛ̀
lie down,cÿɔ̌nò
one who digs something up,fwɔ̀ʼɔ
heartache,lemÿàg
alveolus,lekʉ̀a
a great deal,gyɔ́ɔn
departure,legʉ̀a
come out,ésíʼte
atomic reactor,lekaʼá
draw and quarter,kʉ̀kʉ̀
tantalize,éssóte
skunk,lepʉ́a
bread,mbelég
suck,kʉ̀kʉ̀
get out,kʉ̀kʉ̀
skirt around,ḿbáʼte
branding iron,hányàŋ
rip,éshwoŋ
beginning,lesaʼá
show oneself,ésyɛ́b
loftiness,Mbélòŋ
circular,lekélè
intellection,kwàŋte
corporation,lepʉ́a
folly,legʉ̀e
prominence,leluʼú
coach,éshwoŋ
distant past,la láʼ
raft,lekwɛ́
leave,lekẅɛ̀
moisten,éffote
croak,lekẅɛ̀
quickly,éfʉ́ʼʉ
ratting,kélɔɔn
broadcast,ésyeen
situate,éshʉ́a
motor,éshwoŋ
wrench,éshwoŋ
chastise,ésiŋte
thin out,lecʉ́a
ignition,kyɛ̀ʼɛ
scratch,lʉ̀mte
comparing,kwɔ̌ɔn
palsy,kwéʼte
movement,éshwóŋ
in the end,magmag
gibbosity,leluʼú
fill out,lekélè
parcel,lepuʼú
biography,legwɔ́
go against,éshʉ́a
cd,málàʼa
womanhood,manzwě
open frame,éshʉ́a
dally,gʉgÿɛ́
sweetness,mbàŋte
squelch,lepwɔʼ
proofreader,letòŋo
aver,kwɔ̌ɔn
lot of,gyɔ́ɔn
drop,malʉ́ŋ
infract,éshʉ́a
call out,lelʉ̀a
cleaning lady,manzwě
spate,lekaʼá
home plate,lelaʼá
electric-light bulb,lepfɔb
play a joke on,kwóŋte
butterfly stroke,gégÿɛ́
break up,ésyeen
shekels,mbelég
improbable,máamáa
polish,lekélè
kale,mbelég
split up,éshʉ́a
recollect,kwàŋte
acquire,éshʉ́a
traction,ésẅíbe
scale,kèkège
shout out,lelʉ̀a
lots,légʉ́a
sp. tree,kékɔ́ʼ
prevarication,éshʉ́a
rapidly,éfʉ́ʼʉ
piercing,lecʉ́a
dungeon,éfwoon
air sac,lekʉ̀a
reason,éshwóŋ
pressure,lelyɛ̌
prank,kwóŋte
passel,lekwɛ́
test,lʉ̀ŋte
ruin,éshʉ́a
award,lepùme
suddenly,levɔ́g
glaring,lelʉ̀a
round of golf,lekélè
hook shot,gwɔ̀bɔ
angelic,mbàŋte
battle cry,lelʉ̀a
doctor up,lɔ́gtà
slew,lepʉ́a
parasite,kèmùʼu
practically,légʉ́a
shift,éshʉ́a
establish,letsìŋ
clench,ésẅíbe
kindling,kyɛ̀ʼɛ
specialise,éfegte
chasten,ésiŋte
throne,lepʉ́a
lucre,lʉ̀mte
atomiser,éfɔ́ɔn
catholic,kàtolé
going,legʉ̀a
genu,kẅiʼté
abide,éshÿɔg
knee joint,kẅiʼté
formal,lelùŋo
do openly,éshÿée
life sentence,legwɔ́
abstract,lezɔ́b
discriminate,éfegte
commode,lepʉ́a
gibbousness,leluʼú
nobble,lezɔ́b
heights,kúkwóŋ
carcase,kɔ̀ʼte
pull,kʉ̀kʉ̀
begrudge,éshʉ́m
paralysis,kwéʼte
Cape gooseberry,jʉ̀jÿó
seraphic,mbàŋte
al-Qa'ida,letsìŋ
fishgig,lekwoŋ
dot,ésyeen
pj's,cukúlù
software,lepuʼú
very distant future,ge láʼ
stabbing,lecʉ́a
sacred forest,lefomó
proceed,éfwoon
castigate,ésiŋte
lash,ésyɛ́ʼ
swinging,malʉ́ŋ
myopic,levɔ́g
sp. small red bean,matítí
here,jʉʼɔɔn
early days,leshùm
be courageous,éshÿɔg
chaff,kwɔ̀gɔ
beau ideal,lepùme
film editing,lecʉ́a
brush up,lekélè
false,lʉ̀ŋte
root for,éshwoŋ
ride,éssóte
swing music,malʉ́ŋ
machinist,makánè
vacillation,malʉ́ŋ
bread and butter,éfwoon
musical orchestra used for the twin’s ceremonies,lefomó
half-wit,kʉ̀kʉ̀
high-pitched,kúkwóŋ
diffuse,ésyeen
sustenance,éshÿɔg
chat up,gégÿɛ́
take out,éfÿɔ́g
rack up,ésyɛ́ʼ
perch,kyɛ̀ʼɛ
armpit,legabá
skirt,leleŋé
wear out,éshʉ́a
brush against,ésẅete
class,éfegte
distinguish,éfegte
wear upon,lekʉ̂a
go along,éfwoon
watershed,éshʉ́a
coalesce,éfaŋte
cancer,kaŋsɛ̂
knock off,gwɔ̀bɔ
very much,gyɔ́ɔn
stilt,lekaʼá
round down,lekélè
lancet,ésyɛ́ʼ
ignition lock,jÿɔ̀ʼɔ
thinning,lecʉ́a
clod,lepuʼú
broom,jÿɔ̀gɔ
ignite,kyɛ̀ʼɛ
tortuous,lekèle
kip,lelɔ́g
try,lʉ̀ŋte
tool for cutting banana leaves,kwɔ̀gɔ
roll,lekèle
unretentive,levɔ́g
insistent,lelʉ̀a
sheer,lecʉ́a
pin down,lejÿɔʼ
hack,lecʉ́a
lightsomeness,jyâjyâ
pull out,éshwoŋ
hatful,lekwɛ́
X,legʉ́m
gearing,éshwoŋ
swell,éshʉge
gig,lekwoŋ
shuck,kwɔ̀gɔ
grapple,ésẅíbe
home base,lelaʼá
k. slit-gong,lelemé
going away,legʉ̀a
trust,letʉ́m
nebuliser,éfɔ́ɔn
publicity,manzòŋ
simoleons,lʉ̀mte
play tricks,kwóŋte
pitcher's mound,lekwɛ́
chemical group,manzòŋ
pretend not to see,éfÿéen
straw,kwɔ̀gɔ
knitwork,makósǎ
sp. fish,malóló
twist,lekèle
k. cultural dance,malʉ́ŋ
play a trick on,kwóŋte
life story,letsẅé
spate,lepʉ́a
move out,éfÿɔ́g
butterfly,gʉgÿɛ́
sponger,kèmùʼu
filch,gwɔ̀bɔ
cleaning woman,manzwě
draw in,kʉ̀kʉ̀
trim back,lecʉ́a
ten,legʉ́m
join,lefegé
residence hall,lelaʼá
lastly,magmag
ling,jÿɔ̀gɔ
sneak,gwɔ̀bɔ
oil color,kàlàsí
hybridize,éfʉ́ŋe
rallying cry,lelʉ̀a
troll,lekélè
call up,kwàŋte
nap,lekaʼá
get,éshʉ́a
lump,lepuʼú
track,éfʉ́ŋe
cockscomb,kekÿɛ̀
potbelly,lepʉ́a
spear,ésyɛ́ʼ
carrot,kalɔ̂d
disembowel,kʉ̀kʉ̀
lifespan,legwɔ́
curve,lekèle
oil,kàlàsí
vociferation,lelʉ̀a
wad,lepʉ́a
later,láʼ tá
moth,lepagá
home,lelaʼá
swipe,lezɔ́b
anoint,kàlàsí
cassava starch,kasálà
air mile,lezyɛ̌
fossil oil,kàlàsí
abruptly,levɔ́g
annulus,lelʉŋé
clutches,ésẅíbe
go,éshʉ́a
veer,lecʉ́a
flip,lefagá
sp. shrub,mbepwó
k. sculpting tool,lekwág
carve up,éshʉ́a
campaign,éshwoŋ
be ugly,ésẅile
pinch,gwɔ̀bɔ
pulling,éshwoŋ
back,éshÿɔg
flour,falîne
intumesce,éshʉge
appointee,lelèʼe
cockle,makósǎ
testis,lepuʼú
lettuce,lʉ̀mte
wrap,lekèle
cover,éfʉ́ŋe
surmount,kèkège
mingle,éfaŋte
replace,lefagá
path,mánzsè
rationalize,lecʉ́a
squall,lelʉ̀a
pudding head,legʉ̀e
suppose,kwɔ̌ɔn
birdhouse,lepiʼí
specialize,éfegte
driveway,éshwoŋ
handgrip,ésẅíbe
order,kwɔ̌ɔn
dropsy,fɔ̀bte
abdomen,lepfòm
grumpy,éfʉ́ŋe
break,leluʼú
nettle,mbâmbǎ
too,mbéláŋ
john,kwóŋte
swell up,éshʉge
rust,ésẅéʼe
crack,éshʉ́a
bout,lekélè
analyse,ḿbaʼte
obsess,gegÿɛ́
big bucks,lekaʼá
course,mánzsè
animation,letsẅé
a good deal,gyɔ́ɔn
abide,lepfòm
bloodsucker,kèmùʼu
chain reactor,lekaʼá
knitting,makósǎ
imbecilic,gʉ̀gʉ̀
tenner,legʉ́m
clod,lelùŋo
peal,lelʉŋé
shut away,jÿɔ̀ʼɔ
square,letoŋó
pronounce,éshwóŋ
ample,gùgùbo
put-on,kwóŋte
quietus,lelɔ́g
eventually,magmag
firing,kyɛ̀ʼɛ
surround,lelʉŋé
marijuana cigarette,lefagá
John Reed,kekàʼa
knee,kẅiʼté
found,letsìŋ
adhesive friction,ésẅíbe
grime,lefóon
Lucille Ball,lepuʼú
packaging,manzòŋ
scented,mbàŋte
vellicate,ésẅete
geld,lecʉ́a
decease,lekẅɛ̀
claw,gwɔ̀bɔ
traverse,ésẅíge
swelling,leluʼú
spliff,lefagá
shortly,levɔ́g
plume,letoŋó
bread,lʉ̀mte
effort,éshwoŋ
interrupt,éshʉ́a
towboat,éshwoŋ
fag out,lekʉ̂a
trust,lezẅíŋ
high gear,kúkwóŋ
clamant,lelʉ̀a
tomorrow future,ge gÿo
melt,ésyeen
go out,lekẅɛ̀
abstract,gwɔ̀bɔ
sp. yellow yam,lelÿɔʼ
designation,lelèʼe
nobble,gwɔ̀bɔ
sticker,lezɔ́g
aliveness,legwɔ́
jerk,éshwoŋ
mix,éfaŋte
gamy,kúkwóŋ
issue,lekẅɛ̀
lash out,éfaʼte
hooking,lezɔ́b
pin,lejÿɔʼ
strap,ésyɛ́ʼ
interchange,lefegé
fascinate,ésẅíbe
tolerate,éshÿɔg
lift,lekèle
take in,kʉ̀kʉ̀
lump,lelùŋo
short-circuit,levɔ́g
overstretch,éshwoŋ
half-wit,gʉ̀gʉ̀
thinking,kwàŋte
mental test,lʉ̀ŋte
part,éfegte
reed instrument,kekàʼa
religious belief,letʉ́m
nose,lekèle
keen,lecʉ́a
kick downstairs,éshʉ́a
spellbind,ésẅíbe
swing,malʉ́ŋ
crabbed,éfʉ́ŋe
ringlet,jÿɔ̀ʼɔ
secernate,éfegte
deviation,legʉ̀a
water parting,éshʉ́a
raise,éshʉ́a
hill,lekwɛ́
tone-beginning,éfaʼte
abdomen,manjÿò
support,éshÿɔg
come along,ésíʼte
switch,lefegé
Doctor,lɔ́gtà
force,éshwoŋ
shekels,lʉ̀mte
fake,lʉ̀ŋte
speciate,éfegte
throng,lekaʼá
ravel,lezyɛ̌
expiration,lekẅɛ̀
kale,lʉ̀mte
extensive,mbèlàŋ
groom,éshwoŋ
bloodline,lesaʼá
marvellous,máamáa
k. cultural dance,mánzàʼ
give out,éshʉ́a
tower,éshwoŋ
cerebrate,kwàŋte
abide,manjÿò
loot,mbelég
closet,jÿɔ́ʼɔ
dwell,cÿɔ̌nò
trend,lecʉ́a
keep open,éfwoon
stomach,éshÿɔg
joint,lefegé
bite,ésẅíge
box,lepuʼú
gravel,mbâmbǎ
reefer,lefagá
can,kwɔ̀ʼɔ
carve up,éfegte
illumine,kyɛ̀ʼɛ
plenteous,gùgùbo
lock,jÿɔ̀ʼɔ
repel,éshwoŋ
coquet,gégÿɛ́
pull in,éshwoŋ
previous,láʼ tá
difference,legʉ̀a
sort out,éfegte
toilet,lepʉ́a
take out,kʉ̀kʉ̀
find,leluʼú
get rid of,éfÿɔ́g
rest,éshʉ́a
Napier grass,kekàʼa
outwear,lekʉ̂a
home,letsìŋ
fox,kwóŋte
patronage,éshÿɔg
romance,gégÿɛ́
pot,kwɔ̀ʼɔ
down,lekaʼá
great deal,lekaʼá
check,éshwoŋ
pucker,makósǎ
blusher,mbèlûm
concoct,éshʉ́a
trim,lecʉ́a
beloved,kwɔ́ʼɔ
disentangle,kekÿɛ̀
lancinate,lecʉ́a
young person,leshùm
intermit,éshʉ́a
alternate,lefagá
Fri,faládê
breakout,éshʉ́a
articulate,lefegé
package,lepuʼú
Lucille Ball,lelùŋo
a lot,gyɔ́ɔn
greed,kègɔ̀ʼ
apace,éfʉ́ʼʉ
urticate,mbâmbǎ
mean,letsìŋ
round out,lekélè
combine,éfaŋte
hoop,lelʉŋé
tintinnabulation,lelʉŋé
k. ritual for the mother of the deceased,lesẅɛ̀
swipe,gwɔ̀bɔ
halo,lelʉŋé
cheek,lecwoŋ
moonstruck,gʉ̀gʉ̀
toilet,kwɔ̀ʼɔ
disunite,éfegte
suspension,éshʉ́a
rootage,lesaʼá
crabby,éfʉ́ŋe
spikelet,lezɔ́g
blast,éfaʼte
hold back,éfwoon
in high spirits,kúkwóŋ
erupt,éshʉ́a
itinerary,mánzsè
sop up,kʉ̀kʉ̀
philander,gʉgÿɛ́
shout,lelʉ̀a
cycle,lekélè
impudence,legÿɔʼ
hybridizing,éfʉ́ŋe
tan,ésẅíge
physician,lɔ́gtà
expiration,legʉ̀a
meander,lekèle
abundance,gyɔ́ɔn
much,gyɔ́ɔn
make something go down,ésẅéʼe
perfumed,mbàŋte
dispatch,éfÿɔ́g
whisk,ésyɛ́ʼ
fall,kyɛ̀ʼɛ
surround,leleŋé
change,lefagá
entrap,lejÿɔʼ
plump for,éshÿɔg
abode,lelaʼá
thieve,lezɔ́b
paint,mbèlûm
common,makʉ́ŋ
carbohydrate,lʉ̀mte
lawsuit,éshwóŋ
pack,lelʉŋé
helplessness,lepÿɛ́
key,mbèlûm
vibrate,ésẅete
faecal matter,kwɔ̀ʼɔ
vitamin,mbàŋte
weave,lekèle
attract,éshwoŋ
keep,éshÿɔg
fresh,mbàŋte
circulate,ésyeen
tall,máamáa
dialogue,éshwóŋ
around,lekélè
drive,éshwóŋ
weariness,lekʉ̂a
plenty,lekaʼá
fishgig,ésyɛ́ʼ
good luck,éshʉ́a
instant,lelʉ̀a
blow up,éshʉge
articulate,éshwóŋ
baby’s cereal,kukúlu
packet,lepuʼú
incriminate,ésẅile
ten-spot,legʉ́m
break down,ḿbaʼte
sweet-scented,mbàŋte
arise,éshʉ́a
muckle,lekaʼá
private road,éshwoŋ
saccharide,lʉ̀mte
all-embracing,mbèlàŋ
honour,lepùme
finally,magmag
jive,malʉ́ŋ
digest,éshÿɔg
funding,éshÿɔg
maw,lejÿɔʼ
interchange,lefagá
loosen,éssóte
cheek,legÿɔʼ
aim,éshwoŋ
welt,ésyɛ́ʼ
boodle,mbelég
by and by,láʼ tá
traverse,éfʉ́ŋe
at last,éfɔ́ɔn
soak,gwɔ̀bɔ
gross,makʉ́ŋ
cauterize,ésẅíge
tolerate,lepfòm
breadbasket,lepfòm
base,letsìŋ
rebuild,ésẅíʼi
hybridization,éfʉ́ŋe
after,láʼ tá
dormitory room,lelaʼá
disruption,éshʉ́a
cleanliness,katẅɛ̀
keep on,éfwoon
stubble,kwɔ̀gɔ
sp. edible plant,mándàg
cod,éssóte
soften,éshʉ́a
twisting,lekèle
christian,kelétè
Alfred Hawthorne,lekwɛ́
lighting,kyɛ̀ʼɛ
cabbage,gwɔ̀bɔ
twist,éshwoŋ
hooking,gwɔ̀bɔ
cutting,lecʉ́a
promotion,manzòŋ
divide,éfegte
gig,ésyɛ́ʼ
quite a little,lekaʼá
coxcomb,kekÿɛ̀
twisty,lekèle
great deal,lepʉ́a
breadstuff,mbelég
religion,letʉ́m
beleaguer,éssóte
informational bulletin,mantúm
drop dead,lekẅɛ̀
promotional material,manzòŋ
daily round,lekélè
rag,mbâmbǎ
stupefied,legʉ̀e
driving force,éshwoŋ
Daucus carota sativa,kalɔ̂d
sight,lekwɛ́
pass away,lekẅɛ̀
stand,éshÿɔg
immoral,letsìŋ
premix,éfaŋte
roast,lefegé
recent,láʼ tá
stomach,lepfòm
oil palm,letʉ̌ʉ
golf stroke,malʉ́ŋ
good deal,lekaʼá
Ball,lelùŋo
draw,lezɔ́b
philander,gégÿɛ́
wad,lekwɛ́
snub,lecʉ́a
bait,éssóte
even out,ésiŋte
tire,lekʉ̂a
correct,ésiŋte
fussy,éfʉ́ŋe
fob,kwóŋte
spring up,éshʉ́a
telephone,lelʉŋé
fraction,éshʉ́a
provenance,lepiʼí
violate,éshʉ́a
light,jyâjyâ
sustenance,éfwoon
wear down,lekʉ̂a
broad,mbèlàŋ
brook,éshÿɔg
wretched woman,maapfó
transfer,éfÿɔ́g
tailor,lecʉ́a
outside layer of bamboo,lekyɛ̌
mix in,éfaŋte
messenger,mantúm
iron out,hányàŋ
rend,éshwoŋ
agglomerate,lekaʼá
tolerate,manjÿò
imbibe,kʉ̀kʉ̀
shaft,lekwoŋ
breadbasket,manjÿò
stool,lepʉ́a
eat,ésẅéʼe
gratifying,mbàŋte
moolah,mbelég
senior high school,kúkwóŋ
hoop,leleŋé
tintinnabulation,leleŋé
develop,éshʉ́a
specter,gegÿɛ́
happen,leluʼú
stop,éshʉ́a
cretin,kʉ̀kʉ̀
lift,lezɔ́b
foil,éfʉ́ŋe
exclaim,lelʉ̀a
get,éshwóŋ
snuff it,lekẅɛ̀
agility,jyâjyâ
contract,lecʉ́a
halo,leleŋé
saying,kwɔ̌ɔn
call up,lelʉŋé
lie in,éshʉ́a
software package,lepuʼú
sustain,éshÿɔg
clams,mbelég
chocolate,kàafée
whiplash,ésyɛ́ʼ
move a great bulk,éshÿée
make,kwɔ̀ʼɔ
slub,lezyɛ̌
support,manjÿò
give-up the ghost,lekẅɛ̀
spring chicken,leshùm
bait,lezɔ́b
tack,lefagá
snarf,lezɔ́b
bleed,kèmùʼu
pester,éssóte
closed chain,lelʉŋé
ramify,éfegte
get out,lekẅɛ̀
secern,éfegte
woman,manzwě
trim down,lecʉ́a
Benny Hill,lekwɛ́
imagine,kwàŋte
take,éfÿɔ́g
donjon,éfwoon
feed,ésẅéʼe
pall,lekʉ̂a
fall in,éshʉ́a
mentation,kwàŋte
war cry,lelʉ̀a
chance,leluʼú
bag,letsìŋ
stick,lefagá
sweetly,mbàŋte
annoyer,éssóte
muckle,lepʉ́a
break up,éshʉ́a
choke,lekẅɛ̀
sp. weed,kùkwóŋ
rock oil,kàlàsí
albino,mbèpòŋ
cogitate,kwàŋte
pack,leleŋé
thought,kwàŋte
inunct,kàlàsí
disperse,ésyeen
school,éshwoŋ
stomach,manjÿò
commixture,éfaŋte
draw,éshwoŋ
descent,lesaʼá
sugar,mbelég
flirt,éssóte
perpetrate,éshwoŋ
imbecile,kʉ̀kʉ̀
life-time,legwɔ́
boodle,lʉ̀mte
fledge,letoŋó
vaguely,magmag
thaumaturgy,kwóŋte
bring out,éshʉ́a
recover one’s health,ésẅéte
divulge,éshʉ́a
impuissance,lepÿɛ́
life,legwɔ́
national,lelaʼá
loot,lʉ̀mte
mesh,jÿɔ̀ʼɔ
bleak,lecʉ́a
beating-reed instrument,kekàʼa
thought process,kwàŋte
thieve,gwɔ̀bɔ
digest,lepfòm
interview,lepigé
trammel,lejÿɔʼ
wreathe,lekèle
interbreed,éfʉ́ŋe
marvel,mángʉm
commix,éfaŋte
clamber,lekwɛ̀
observe,éfwoon
take aim,éshwoŋ
moron,kʉ̀kʉ̀
compare,kwɔ̌ɔn
coquette,gégÿɛ́
religion,lezẅíŋ
tear,éshwoŋ
incinerate,ésẅíge
lie,cÿɔ̌nò
railroad tie,lelɔ́g
stroll,mbàŋte
hollo,lelʉ̀a
glow,ésẅíge
give-and-take,lefegé
tempered,cÿɔ̀gɔ
be rough,ésɔbte
indurate,cÿɔ̀gɔ
domicile,lelaʼá
moon on,máŋwʉ́
heather,jÿɔ̀gɔ
get out,éshwoŋ
surcharge,lezɔ́b
offend,éshʉ́a
garbage dump,lenuŋé
ram,éshwoŋ
severalize,éfegte
entwine,makósǎ
crapper,kwɔ̀ʼɔ
dormitory,lelaʼá
hardened,cÿɔ̀gɔ
light,levɔ́g
tickling,ésẅete
plate,kèkège
cast,kʉ̀kʉ̀
direct,éshwoŋ
pile,lekaʼá
gimcrackery,jyâjyâ
peck,lepʉ́a
grip,ésẅíbe
damp,éshʉ́a
meandering,lekèle
unfermented,mbàŋte
tremble,éshʉ́ŋ
maintain,éfwoon
founder,éshʉ́a
pot,lekwɛ́
consist,cÿɔ̌nò
string,kʉ̀kʉ̀
odoriferous,mbàŋte
hiccup,késhʉʼ
counterbalance,ésiŋte
line,kʉ̀kʉ̀
ne plus ultra,lepùme
conk out,éshʉ́a
causal agent,éshwóŋ
crochet,lezɔ́b
corroborate,éshÿɔg
amble,mbàŋte
beat,lekélè
be pressed,ésẅɛte
jade,lekʉ̂a
house,lelaʼá
relegate,leluʼú
organized religion,lezẅíŋ
die,éshʉ́a
haunt,gegÿɛ́
stand,lepfòm
murder,éfÿɔ́g
engagement,lelèʼe
treated,cÿɔ̀gɔ
laid horizontally on the ground,lelemé
rob,lezɔ́b
mountain,lekwɛ́
glucose,lʉ̀mte
antic,kwóŋte
duologue,éshwóŋ
flak,éfaʼte
clout,éshwoŋ
underpin,éshÿɔg
turn out,lecʉ́a
cut,ésẅíge
nursery school,leleʼé
give way,éshʉ́a
bay window,lepʉ́a
gross,lelʉ̀a
exam,lʉ̀ŋte
rubbish dump,lenuŋé
appear,ésíʼte
telephone,leleŋé
chop-chop,éfʉ́ʼʉ
newspaper,mantúm
joke,kwóŋte
lifetime,legwɔ́
wonder,mángʉm
nonsensical,jyâjyâ
digest,manjÿò
dissever,éfegte
dialog,éshwóŋ
staging,mbàndà
rocker,lepiʼí
brook,lepfòm
place of origin,lepiʼí
lather,ésyɛ́ʼ
ring,lelʉŋé
illusion,kwóŋte
separate,éshʉ́a
delineate,kʉ̀kʉ̀
trap,lejÿɔʼ
crying,lelʉ̀a
fault,éshʉ́a
little,levɔ́g
take a shit,kwɔ̀ʼɔ
hokum,jyâjyâ
assault,lekélè
ground,letsìŋ
stinging,lecʉ́a
moon around,máŋwʉ́
late,láʼ tá
call up,leleŋé
vase of holy water,lepʉ́a
break up,éfegte
passing,lekẅɛ̀
spine,lezɔ́g
life sentence,letsẅé
cut back,lecʉ́a
retard,kʉ̀kʉ̀
tumesce,éshʉge
eat up,ésẅéʼe
high up,kúkwóŋ
come-on,lezɔ́b
closed chain,leleŋé
rift,éshʉ́a
yell,lelʉ̀a
gage,lepʉ́a
grouping,manzòŋ
livelihood,éfwoon
horizontal,lejʉ̀ŋ
free-base,letsìŋ
let out,éshʉ́a
pigment,mbèlûm
rupture,éshʉ́a
tantalization,éssóte
say,kwɔ̌ɔn
pause,éshʉ́a
onset,éfaʼte
glob,lepuʼú
desegregate,éfaŋte
meanspirited,letsìŋ
season,cÿɔ̀gɔ
clock,legʉ̀a
depict,kʉ̀kʉ̀
egg,lepuʼú
engage,jÿɔ̀ʼɔ
draw out,éshwoŋ
sleeper,lelɔ́g
burn mark,ésẅíge
base of operations,letsìŋ
cretin,gʉ̀gʉ̀
dazed,legʉ̀e
pudden-head,legʉ̀e
give,éshʉ́a
mess,lekaʼá
medulla oblongata,lepfɔb
musket ball,lepuʼú
bump off,éfÿɔ́g
mickle,lepʉ́a
darling,kwɔ́ʼɔ
stand,manjÿò
shortstop,levɔ́g
originate,éshʉ́a
repatriate,éfʉ́le
ulcer,fʉfʉ̌ŋ
bait,gwɔ̀bɔ
