en,ngiemboon
I am capable of doing anything.,Mèŋ kuʼu legÿo kɔ̀ɔkɔ́ɔ.
k. secret society; k. cultural dance,kɔ̀ɔn
"habit finished, yesterday past",kɔ̌ɔn
He grew potatoes near Mount Bamboutos (but he no longer does so).,À kɔ̌ɔn ńjʉ́ʼʉ mânkɔ́ʼ á shÿó lekwɔʼɔ́ Màngwá.
combatant,kɔ̀ɔn màncù
sp. brown or blackish crab,kɔ́ɔn mantse
army,kɔ̀ɔn mánzòŋ
sp. crab,kɔ́ɔn menʉ́
torrent; rising; flood,kɔ́ɔn menʉ́
long-eared owl,kɔ́ɔn méshʉŋ
blood clot,kɔ̌ɔn metse
couch grass (spicy),kɔ̀ɔn ngùb
sailor,kɔ́ɔn ntse
k. condiment,kɔ́ɔnŋwɔ́ɔn
beating; punishment,kɔ́ɔnte
"You're having fun again, I'll give you a caning.","Ɔ̀ ge gíŋe ssó mmó yɛ̂, n náa kɔ́ɔnte gù."
wrist,kɔ́ɔntè pwó
sweet broomweed,kɔ̀te mánjù
gallery; portico,kɔ̀ʼ
yoke,kɔ̌ʼ
punishment,kɔʼɔ́ lóŋ
carcass,kɔ̀ʼte
hovel; slum,kɔ̀ʼte ndá
bed,kǔ
scraper,kùa
cholera,kǔa
weaver’s shuttle,kùa pɔ̀ɔn
The weaver asks for his shuttle.,Ambàʼa ne ńzɛ́te kùa pɔ̀ɔn yé.
raffia seed,kúb
peeling; skin (fruit),kùb
bark; skin,kùb
lip,kùb
chest; trunk; suitcase; footlocker; cubicle,kùb
coffin; casket,kùb
difference; change,kúbe
eyelid,kùbo lejÿɔ́g
lip,kùbo ncwò
sp. tree,kùbo ndèndʉ́m
bad luck,kùbo ngɔ́ɔn
k. condiment,kùbo njÿòon
k. hat,kùbo nzeen nzse
k. grigri; k. gris-gris,kùbo tág
cow skin meat,kubocʉ́d
difference; change,kúbte
scabies; mange,kùbte
rock hyrax,kùbténku
blunt instrument,kùbu
very dirty,kúd
His face is very dirty.,Eshӱó wé fɔ́gɔ lê kúd.
puffback shrike’s call,kukúkukúku
baby’s cereal,kukúlu
coconut,kùkùnêg
chigoe flea; jigger,kúkwò
wasp,kùkwò
insolvent,kùkwò
k. secret society,kùkwò
high,kúkwóŋ
sp. weed,kùkwóŋ
mortar,kùkwóon
male agama lizard,kùkwòon
ram; male sheep,kùkwòon
sp. gecko (found in houses),kùkwòon melùŋo
big; large; tall; thick,kùkwɔ̀ʼɔ
Who are you looking at with your big eyes?,Ɔ̀ lɔgɔ kùkwɔ̀ʼɔ menÿɔ́g ńdíe wɔ́?
capital letter,kùkwɔ̀ʼɔ menÿɔ́g
common; current,kùlâŋ
lever,kúlú pâ
tin-bath,kúm
carelessness; destructive,kùmá pÿágà
group; ensemble,kùmbàaně
Form your group and add here.,"Pi cúʼte gẅi kùmbàaně, ńkẅiʼi jʉʼɔɔn."
soup tureen,kúmbù
executioner,kùmnzsè
secret society,kùmnzsè
log; large piece of wood,kúmo
blunt instrument,kùmo kẅíʼ múɔ
major road; motorway; freeway,kúmò lǎŋ
major road; motorway; freeway,kúmò nzsè
sp. mushroom,kùngwʉ́ŋ
pig; hog,kúnɔ̀ɔn
warthog,kúnɔ̀ɔn tsẅɛ
asphalt; tarmac,kùntâg
metallic sponge,kùsáa
container,kùu
food,kǔʼ
cocoyam (generic),kǔʼ
k. cultural dance; k. secret society,kùʼngàŋ
sp. cocoyam,kuʼú láʼ
new cocoyam (generic),kuʼú lekàŋ
purple nutsedge; nutgrass,kuʼú nkèsàŋ
ducksalad,kuʼú ntse
purple nutsedge; nutgrass,kuʼú tsẅɛ
small; little (modifies nouns from any class),kʉ́
small bag.,"pɔ̀ɔn kʉ́,"
strange,kʉ́
I understood a strange matter.,N juʼú kʉ́ panò.
alliance; pact; contract; testament,kʉ̀a
rule; ruler,kʉankàŋ
chest; trunk; suitcase; footlocker; cubicle,kʉ̌b
coffin; casket,kʉ̌b
someone with a jutting forehead,kʉ́be zǐ
detonation; explosion,kʉ̀e
statue,kʉ̀kʉ̀
drawing,kʉ̀kʉ̀
idiot,kʉ̀kʉ̀
chest; breast,kʉ́kʉ́b
sticky matter (in eye),kʉkʉ́ŋ
menstruation,kʉ̀kʉ̀ŋ
"As soon as a girl begins to menstruate, let her know that she can become pregnant.","Múɔ manzwě gwaa zsé ngie ńgwɔ́ á shwoŋ, ńzye légyá kʉ̀kʉ̀ŋ yé."
rooster’s comb; hen’s comb,kʉ̀kÿɛ̀
The rooster's comb is more developed than that of the hen.,Akʉ̀kÿɛ̀ mênkɔ̀ʼ ság ńcʉa ye mêngáb.
larva,kʉ̀kÿɛ̀
"If we see a larva, we will see a termite.",Mé gyá kʉ̀kÿɛ̀ mbà mé ge gyá ngwɔ̌ʼ.
barrier,kʉŋ
"If you accept your sins, then God will give you a barrier of protection against bad things.","Ɔ̀ lɔɔn ńzẅíŋe mefʉa ɔ̀, mbà Ssé ge jÿɔ́ʼ kʉŋ menò tepòŋ na gù."
eyebrow,kʉ̌ŋ nÿɔ́g
k. cultural dance,kʉŋ nzèm
scraps; waste; dung; manure,kʉ̀ŋe
shutter,kʉ̀ŋe ndá
sound of a casserole lid falling onto a cement floor,kʉ́ŋelʉ́ŋlʉ́ŋ
The lid fell on a cement floor and made a “kʉ́ŋelʉ́ŋlʉ́ŋ” sound.,"Nzìŋe lekʉŋ gwě ssé ndá cÿo, ńgÿo lê kʉ́ŋelʉ́ŋlʉ́ŋ."
shield,kʉ́ʼʉ ncù
riddle,kwá lʉʼʉ́
peals of laughter,kwâa
He amused them until they laughed out loud.,À tsẅité wɔ́b tà pɔ́ gẅê lê kwâa.
The madman spoke and the people started laughing out loud.,"Apʉ̀a gɔ̌ɔn nò, aláʼ pwɔ́ʼɔ lê kwâa."
k. hat,kwaanzeennzse
k. cultural dance,kwàkwà
prostitute,kwàlà
shutter; brace; strut; shelf,kwalákwàlà
k. dance instrument used to galvanize the crowd,kwàlànjà
bracelet,kwáŋ
bike,kwáŋ
joke; amusement,kwàŋ
I'm not kidding.,Mèŋ n těen ńdɔgɔ ḿmaʼa kwàŋ wɔ́.
grated taro,kwǎŋ
k. bracelet,kwáŋ mezwě fùɔ
k. cultural dance,kwáŋ mezwě fùɔ
expression; look,kwáŋa shÿó
physique,kwáŋa shÿó
thought; reflection; thinking,kwàŋte
corn wine,kwàtà
sound of a pebble falling on hard ground,kwáʼ
A small stone fell to the ground that “kwáʼ”.,Métóon gwě ssé lê kwáʼ.
true,kwàʼ
Tell me your real name.,Shwóŋo wɔ́ɔn kwàʼ lezíŋ shú.
clean; really,kwàʼ
"In my own language, we don't say it like that.","Áa kwàʼ na shwóŋè láʼa yég, mé té gɔɔn pɛ́ʼɛ̀ wɔ́."
What you say is really the truth.,Yɛ̂ kwàʼ nò nénʉ́ gie ɔ̀ gɔɔn.
"you yourself (emphatic subject pronoun, second person singular)",kwàʼ gù
You yourself are going to go into the water.,Kwàʼ gù zɔ ge gʉa ntse.
(knock at the door),kwáʼ kwáʼ
He is knocking on the door.,À tyé ncwò ndá ne ḿbúʼte kwáʼ kwáʼ.
magnificent,kwàʼ mboŋó
You did something magnificent to me.,Ɔ̀ gÿǒ kwàʼ mboŋó na mèŋ.
"I myself (emphatic subject pronoun, first person singular)",kwàʼ mèŋ
He said let me come myself.,À gɔ̌ɔn ngie kwàʼ mèŋ tó.
"we ourselves (emphatic subject pronoun, first person plural exclusive)",kwàʼ peg
"We ourselves (without you), are going to go into the water.",Kwàʼ peg zɔ ge gʉa ntse.
"we ourselves (emphatic subject pronoun, first person plural inclusive)",kwàʼ pege
We ourselves (with you) are going to go into the water.,Kwàʼ pege zɔ ge gʉa ntse.
"you yourselves (emphatic subject pronoun, second person plural)",kwàʼ pi
"Yourselves, go into the water.",Kwàʼ pi zɔ ge gʉa ntse.
"they themselves (emphatic subject pronoun, third person plural)",kwàʼ pɔ́b
I'm waiting for them to come and ask me.,Mèŋ n ne ńzẅíʼte ngie kwàʼ pɔ́b tó ńzɛ́te wɔ́ɔn.
"he himself (emphatic subject pronoun, third person singular)",kwàʼ yé
He himself is going to go into the water.,Kwàʼ yé zɔ ge gʉa ntse.
pebble,kwáʼa
moribund; dying,kwè
sp. fish,kwè ńdíe jʉʼ
miser,kwé nê kùʼu lɔ̌ɔn pɔ̀ɔn
"I saw a miser, he was crying famine.",Mèŋ n gyǎ tsɔ̌ kwé nê kùʼu lɔ̌ɔn pɔ̀ɔn á gaʼte nzyè.
miser,kwé nkùbo
ignorant person; innocent person,kwé té zsé
pincers; clamp,kwéntum
paralysis,kwéʼte
latrines; W.C.,kwɛ
tie,kwɛ̀ɛ
scarf,kwɛ̀ɛ twó
grudge,kwɛ̀te
standard-winged nightjar,kwó
foot; paw,kwò
tyre,kwò
glove,kwò metsǒŋ
generation; age group,kwò nkàŋ
company; companionship; friend; companion,kwò zɔ́gɔ
guano bat,kwóŋ
up high,kwóŋ
upstream,kwóŋ
stump; maize or corn stalk,kwòŋ
upstream water,kwóŋ wɔɔn
up above,kwóŋ wɔɔn
I'm going to go upstairs.,Mèŋ n ge gʉa kwóŋ wɔɔn.
trick; trickery; exploitation,kwóŋte
scraper,kwòon melÿò
trick; trickery; exploitation,kwóonte
take! (irregular imperative),kwɔ̀
"Take it, you're going to give it to your father!",Kɔ̀ ńgʉa ńná né tá gù.
belt,kwɔb
raffia field; vineyard,kwɔb
traverse beam,kwɔ̀bɔ pàʼa
cook; servant; servant boy; maid,kwɔ́g
handcuff,kwɔ̀g
"hooting (chicken, duck)",kwɔ̀g kwɔ̀g
The hen went “kwɔ̀g kwɔ̀g” until her chicks came.,Mápfò mêngáb gÿǒ lê kwɔ̀g kwɔ̀g tà púɔ pé tó.
shady; dubious,kwɔ́g lelúʼ
yaws,kwɔ̀g mekẅǐ
bad fate; bad lot,kwɔ̀g metsẅiŋ
Don't wish bad luck on my market.,Tè téme kwɔ̀g metsẅiŋ na sɔ̌ɔn wɔ́ɔn.
hooting (owl),kwɔ̀gkû
The owl spent the whole night hooting “kwɔ̀gkû”.,Apfòŋ lǎʼ lêtsẅɛ́ʼ pɔ́ légÿo kwɔ̀gkû.
stubble,kwɔ̀gɔ
corn sheller; cotton gin; tool for cutting banana leaves,kwɔ̀gɔ
patience,kwɔ̀gɔ nnɛ́
courtesy,kwɔ̀gɔ nnɛ́
respect,kwɔ̀gɔ nnɛ́
comparison,kwɔ̌ɔn
saying; proverb; adage; parable,kwɔ̌ɔn
ladder,kwɔ́ʼ
"stalk (corn, banana)",kwɔ̀ʼ
(shows an improper gait),kwɔ̀ʼ kwɔ̀ʼ
He has an improper gait like that of a cow.,À giŋe kwɔ̀ʼ kwɔ̀ʼ páʼ fòŋ lá.
appellation of affection (children),kwɔ̀ʼ melǒŋ
mumps,kwɔ́ʼ ngɔʼ
sp. mouse,kwɔ̀ʼ twó
beloved; darling; dearest,kwɔ́ʼɔ
stool,kwɔ̀ʼɔ
throne,kwɔ̀ʼɔ fùɔ
praying mantis,kwɔ̀ʼɔ fùɔ
sp. insect,kwɔ̀ʼɔ fùɔ mámbàb
rattan chair,kwɔ̀ʼɔ lekʉb
jealousy,kwɔ̀ʼɔ lóŋ
chair,kwɔ̀ʼɔ lʉŋ
k. stool,kwɔ̀ʼɔ mekwò
threshold,kwɔ̀ʼɔ ndá
children belonging to the same woman,kwɔ̀ʼɔ ndá
k. bamboo stool,kwɔ̀ʼɔ ndʉŋ
banana plant stump,kwɔ̀ʼɔ ngwoon
armchair; chair,kwɔ̀ʼɔ njʉʼʉ́
seat made of raffia,kwɔ̀ʼɔ nkʉ́a
k. cultural dance,kwɔ̀ʼɔ nzáŋ
family with several parents-in-law,kwɔ̀ʼɔ tsé
We have the same in-laws; his wife and mine come from the same concession.,Peg yé teme kwɔ̀ʼɔ tsé; anzwě wé pɔ́ wɔ̀ɔn fóo tàʼ mbʉ̀a.
old currency,kwʉ́ŋ
paralysis,kwʉ́ʼte
cough,kẅàga
hooting (duck),kẅâŋkẅâŋ
scorpion,kẅé mpfwɔ̀ʼ
offensive army,kẅè ncù
attestation; diploma,kẅé ntaŋ
witness,kẅé ntaŋ
baptism,kẅe ntse
rubber for cleaning,kẅèen
aid,kẅétè
stingy,kẅɛ́ɛ pwòon
(shows an improper approach),kẅɛ̀ʼ kẅɛ̀ʼ
You wore high heels until you had an improper gait.,Ɔ̀ jÿɔ̌g melɔ̌ɔn ŋàʼ ntsíŋ tà ńcʉ́ʼʉ ńgiŋe pɔ́ kẅɛ̀ʼ kẅɛ̀ʼ.
high heel,kẅɛ̀ʼ ntsíŋ
celibacy,kẅì
bone,kẅǐ
vertebra; skeleton,kẅǐ nnɛ́
combustible,kẅìge mmɔ́g
nuisance,kẅìi twó
This man is a pain in the ass.,Ambàŋa wɔɔn aa kẅìi twó.
telephone; mobile phone,kẅíkẅíle
waders,kẅíkẅíle mekwò
k. musical instrument,kẅìŋ
action of something pointed being stuck into a body,kẅîŋ
The mosquito bit him that “kẅîŋ”.,Nyínyíŋe tsɔgɔ́ pwó yé lê kẅîŋ.
way out; emergency exit,kẅíŋe
k. condiment,kẅiŋe gyé
hairdresser,kẅìŋe twó
homonym,kẅíʼ
double iron clapperless bell; chiefdom’s sacred orchestra,kẅíʼ fùɔ
k. cultural dance,kẅíʼ fùɔ
complement; rest; remainder; addition,kẅìʼi
knee,kẅiʼté
sound of laughing,kyǎg kyǎg
He laughed out loud like a madman.,À gẅe lê kyǎg kyǎg páʼ gʉ̀gʉ̀ la.
translation,kyàgte
coal; charcoal,kyé
coal; charcoal,kyé mmɔ̌g
bow,kyɛ́d
slingshot,kyɛ́d nkyɛ
jump rope,kyɛ́ɛ nkÿo
candle,kyɛ́ndele
light; lightning flash,kyɛ̀ʼ
adjective,kyɛ̀ʼ ndù
lighting,kyɛ̀ʼɛ
not working properly,kyɛ̀ʼɛ
sp. weed,kÿɛɛ nɔ̀ɔn ndóŋ
immigrant,kÿò láʼ
exiled person,kÿò láʼ
distant past (P4),la
He refused (far) before I left.,À la lʉ́ʼ tá mèŋ n gʉa.
(shows surprise),lá
Did he really come!,À kwǎʼ ńtó lá!
tie; link; connection,là
and; with,lâ
Wear this and that!,Kaa yɔɔn lâ gi.
already,lǎ
You've been here before.,Ɔ̀ lǎ tóo jʉʼɔɔn.
(iterative aspect in the past),lǎ
I have thought about coming many times.,Mèŋ n dǎ táŋa létó tɛʼ.
distant past (P5),la láʼ
He refused (distantly) before I left.,À la láʼ ńdʉ́ʼ tá mèŋ n gʉa.
never,laa
He never traveled.,À laa túm ntse wɔ́.
how much (does that article cost)?,láa
How much do you sell bananas?,Ɔ̀ sẅiŋe nkandi láa?
comparison,làa
comparable; measurable; similar,làa
This is a deal like no other.,Yɔɔn áa nò té làa.
grenadine; passion fruit,laale
spot; scar,lǎg
puddle; marsh; swamp,lǎg
none; nothing,lagá
There are no coins in my pocket.,Alagá tàʼ ndólà té pɔ̀ɔn mèŋ wɔ́.
scar,lagá fʉŋ
spotted hyena,làkùb
lamp; flare,lâm
orange,lámáasè
hourglass drum,làmbì
perfume; scent; aroma; flavour,làméndɔ̀ɔn
boat,lánzì
black bean aphid,làŋ
road,lǎŋ
surface,làŋa
painting; picture,làŋa
sling; slingshot,lápà
