en,ngiemboon
labialize,lekélè
tear,éshwoŋ
making known,kélɔɔn
clock,legʉ̀a
bug,éssóte
take a crap,kwɔ̀ʼɔ
flog,ésyɛ́ʼ
cut,ésẅíge
ringing,leleŋé
sneak,gwɔ̀bɔ
delicate problem,cʉa nò
sp. tree,kékɔ́ʼ
pass,kʉ̀kʉ̀
speedily,éfʉ́ʼʉ
batch,lekaʼá
bump,leluʼú
reed instrument,kekàʼa
failing,lepÿɛ́
hybridisation,éfʉ́ŋe
ca-ca,kwɔ̀ʼɔ
wind up,lekèle
crapper,kwɔ̀ʼɔ
odorous,mbàŋte
lector,letòŋo
back up,éshÿɔg
articulation,lefagá
make out,lecʉ́a
grunge,lefóon
kip,lelɔ́g
draft,kʉ̀kʉ̀
rejuvenate oneself,éshumo
defend,éshÿɔg
comparing,kwɔ̌ɔn
staff of life,mbelég
sess,lepʉ́a
provenience,lepiʼí
fall apart,éfegte
articulate,lefagá
snitch,gwɔ̀bɔ
suitcase,ésẅíbe
play a trick on,kwóŋte
sweet-flavored,mbàŋte
osculate,ésẅéʼe
orb,lepuʼú
lunar month,máŋwʉ́
lock chamber,jÿɔ̀ʼɔ
enured,cÿɔ̀gɔ
cumulus,lekaʼá
Base,letsìŋ
rung,lekélè
weightlessness,jyâjyâ
smoke,lepʉ́a
dissever,éfegte
Cape gooseberry,jʉ̀jÿó
heartache,lemÿàg
stimulate,éshwóŋ
faith,letʉ́m
bread and butter,éfwoon
intellection,kwàŋte
gnarl,lezyɛ̌
candela,málàʼa
high,kúkwóŋ
addition,éshʉ́a
Catholic,kàtolé
beleaguer,éssóte
happen,leluʼú
k. cultural dance,mánzàʼ
paper,mantúm
trust,lezẅíŋ
Walter Reed,kekàʼa
imbecility,legʉ̀e
spirit,letsẅé
furcate,éfegte
jailbreak,éshʉ́a
take aim,éshwoŋ
cleanliness,katẅɛ̀
terminal,lenuŋé
weighing machine,kèkège
advancement,manzòŋ
moron,kʉ̀kʉ̀
root,letsìŋ
flour,falîne
trial,lʉ̀ŋte
idea,kwàŋte
run through,ésẅéʼe
suffer,manjÿò
demote,leluʼú
deep brown,kàafée
bother,mbâmbǎ
rest,éshʉ́a
early days,leshùm
run,kʉ̀kʉ̀
pile,lekwɛ́
Reed,kekàʼa
caravan,éshwoŋ
gelt,lʉ̀mte
abode,lelaʼá
get around,éshʉ́a
reverberate,lelʉŋé
thin out,lecʉ́a
freestanding,éfegte
uncouth,makʉ́ŋ
labor,éshwoŋ
plebeian,makʉ́ŋ
by and by,láʼ tá
juvenility,leshùm
bless,ésẅéen
living,legwɔ́
lunatic,gʉ̀gʉ̀
al-Qaeda,letsìŋ
order,éshwóŋ
bobby pin,ésẅíbe
cotton gin,kwɔ̀gɔ
sprayer,éfɔ́ɔn
singultus,késhʉʼ
Daucus carota sativa,kalɔ̂d
pull back,kʉ̀kʉ̀
dispel,ésyeen
stupidity,legʉ̀e
spread,ésyeen
annoyer,éssóte
grease,lefóon
doctor up,lɔ́gtà
X,legʉ́m
Fri,faládê
band,leleŋé
wonder,mángʉm
legerdemain,kwóŋte
spate,lepʉ́a
abstract,lezɔ́b
nonsensicality,jyâjyâ
drawing,kʉ̀kʉ̀
make,éshwóŋ
crusade,éshwóŋ
mesh,jÿɔ̀ʼɔ
hybridize,éfʉ́ŋe
hair slide,lecʉŋé
pause,éshʉ́a
umber,kàafée
gang,lelʉŋé
blackjack oak,lelyɛ̌
difference,legʉ̀a
phalanx,leleŋé
switch off,lecʉ́a
former,láʼ tá
break,leluʼú
tears,lelʉ̀a
prank,kwóŋte
knock,leluʼú
fundament,letsìŋ
take away,éfÿɔ́g
throne,lepʉ́a
curve,lecʉ́a
angelical,mbàŋte
ballock,lepuʼú
unfermented,mbàŋte
fag,lekʉ̂a
hairgrip,ésẅíbe
distinguish,éfegte
come out,ésíʼte
sand trap,lejÿɔʼ
swell up,éshʉge
ample,gùgùbo
promotion,manzòŋ
short-circuit,levɔ́g
software package,lepuʼú
ten,legʉ́m
life-time,letsẅé
heap,lekaʼá
gelt,mbelég
persuasion,kwàŋte
nebuliser,éfɔ́ɔn
combust,ésẅíge
campaign,éshwoŋ
orotund,lekélè
not have one’s part when things are shared out,ésɔ́ɔn
filch,gwɔ̀bɔ
knot,lezyɛ̌
sp. edible plant,mándàg
interview,lepigé
rationalize,lecʉ́a
read,kwɔ̌ɔn
get out,éshʉ́a
high up,kúkwóŋ
dwell,cÿɔ̌nò
belly,manjÿò
mass,lepʉ́a
mellifluous,mbàŋte
whiplash,ésyɛ́ʼ
broom,jÿɔ̀gɔ
consist,cÿɔ̌nò
spoil,éfʉ́ŋe
living,éfwoon
curve,lekèle
family,lelaʼá
psychometric test,lʉ̀ŋte
disappear,ésyeen
daily round,lekélè
at long last,magmag
sacred hut of seers,letsab
disentangle,kekÿɛ̀
leaving,legʉ̀a
brass,legÿɔʼ
route,mánzsè
repulse,éshwoŋ
rhythm,lekélè
atomic number 26,hányàŋ
mistily,magmag
lying in wait,lejÿɔʼ
shell,kèkège
combing,kekÿɛ̀
vex,mbâmbǎ
mess,lekwɛ́
lineage,lesaʼá
to a fault,mbéláŋ
spring chicken,leshùm
extensive,mbèlàŋ
Trygve Lie,cÿɔ̌nò
bundle,lekaʼá
cut down,lecʉ́a
gimcrackery,jyâjyâ
mental testing,lʉ̀ŋte
film editing,lecʉ́a
key,mbèlûm
keep,éfwoon
sweet,mbàŋte
mellisonant,mbàŋte
melt,ésyeen
dulcet,mbàŋte
single out,éfegte
high school,kúkwóŋ
shake,éshʉ́ŋ
pall,lekʉ̂a
curl,jÿɔ̀ʼɔ
laid horizontally on the ground,lelemé
simoleons,lʉ̀mte
graduated table,kèkège
raft,lekaʼá
anchor ring,leleŋé
grumpy,éfʉ́ŋe
rail,éshwoŋ
observe,éfwoon
snipe,lekélè
lot,lepʉ́a
ghost,gegÿɛ́
testicle,lelùŋo
mi,lezyɛ̌
mingle,éfaŋte
mound,lekaʼá
gravel,mbâmbǎ
gamey,kúkwóŋ
sweep,éfʉ́ŋe
clip,legʉ̀a
pass each other,éfʉ́ŋe
lilt,malʉ́ŋ
caper,kwóŋte
foot,letsìŋ
force,kʉ̀kʉ̀
amalgamate,éfaŋte
whorl,jÿɔ̀ʼɔ
vexer,éssóte
mash,gégÿɛ́
faith,lezẅíŋ
break of serve,éshʉ́a
transgress,éshʉ́a
pot,kwɔ̀ʼɔ
short-change,levɔ́g
abide,lepfòm
life sentence,letsẅé
meaninglessness,jyâjyâ
clock time,legʉ̀a
plump for,éshÿɔg
intumesce,éshʉge
contend,lekwɛ̀
ghostwrite,gegÿɛ́
keep on,éfwoon
breach,éshʉ́a
dissever,éshʉ́a
immobilize,lejÿɔʼ
imbecilic,gʉ̀gʉ̀
break-dance,éshʉ́a
sort,éfegte
sight,lekwɛ́
lighting,kyɛ̀ʼɛ
liveliness,letsẅé
love,kwɔ́ʼɔ
high spirits,jyâjyâ
buy the farm,lekẅɛ̀
Cross,éfʉ́ŋe
leech,kèmùʼu
stand,lepfòm
order,kwɔ̌ɔn
plume,letoŋó
batch,lepʉ́a
across-the-board,mbèlàŋ
hybrid,éfʉ́ŋe
Here,jʉʼɔɔn
loosen,éssóte
sponger,kèmùʼu
birthplace,lepiʼí
smoothing iron,hányàŋ
relegate,leluʼú
tempered,cÿɔ̀gɔ
quiz,lʉ̀ŋte
version,kyàgte
scaffolding,mbàndà
at last,magmag
way,mánzsè
go out,lekẅɛ̀
Trygve Halvden Lie,cÿɔ̌nò
flowerpot,lepʉ́a
dough,lʉ̀mte
go away,ésyeen
wandering,lekèle
coffee berry,kàafée
ball,lepuʼú
rough-cut,makʉ́ŋ
livelihood,éfwoon
simoleons,mbelég
knock off,lezɔ́b
market shelf,legwaŋ
call up,leleŋé
saunter,mbàŋte
previous,láʼ tá
spider,gégaŋá
machinist,makánè
right,ésiŋte
closed chain,leleŋé
peal,lelʉŋé
wrench,éshwoŋ
cumulation,lekaʼá
telephone,leleŋé
package,lepuʼú
fatigue duty,lekʉ̂a
lie in,éshʉ́a
go bad,éshʉ́a
causa,éshwóŋ
combine,éfaŋte
resound,lelʉŋé
direct,éshwoŋ
cutting off,lecʉ́a
onset,éfaʼte
John Reed,kekàʼa
discipline,éshwoŋ
pip,ésyɛ́ʼ
open frame,éshʉ́a
locate,éshʉ́a
tenner,legʉ́m
season,cÿɔ̀gɔ
deny,ésẅíge
unawares,levɔ́g
negotiation,éshwóŋ
baffle,éfʉ́ŋe
kitty,lepʉ́a
cleaning woman,manzwě
rob,lezɔ́b
human knee,kẅiʼté
curtly,levɔ́g
lot of,légʉ́a
kale,lʉ̀mte
tickling,ésẅete
lump,lelùŋo
blend,éfaŋte
mark,éfʉ́ŋe
check,éshwoŋ
cast,kʉ̀kʉ̀
sugar,lʉ̀mte
be ugly,ésẅile
pricker,lezɔ́g
be rough,ésɔbte
coarse,makʉ́ŋ
step-up,éshʉ́a
fussy,éfʉ́ŋe
imagine,kwàŋte
dough,mbelég
stupe,legʉ̀e
snap off,éshʉ́a
tintinnabulation,leleŋé
buttock,lecwoŋ
burn down,ésẅíge
rag,mbâmbǎ
happy chance,éshʉ́a
meld,éfaŋte
fox,kwóŋte
be pressed,ésẅɛte
brush up,lekélè
gear,éshwoŋ
nursing home,lelaʼá
separate,éfegte
testis,lepuʼú
pass around,ésyeen
tumesce,éshʉge
big bucks,lekaʼá
oil colour,kàlàsí
abstract,gwɔ̀bɔ
immobilise,lejÿɔʼ
plunk for,éshÿɔg
globe,lepuʼú
pedigree,lesaʼá
char,manzwě
blow up,éshʉge
surround,leleŋé
attempt,éfaʼte
coffee tree,kàafée
raise,éshʉ́a
disjoined,éfegte
vingt-et-un,lelyɛ̌
labour,éshwoŋ
furbish up,lɔ́gtà
oil color,kàlàsí
croak,lekẅɛ̀
die,lekẅɛ̀
sentiment,kwàŋte
turn out,lecʉ́a
magic,kwóŋte
get,éshʉ́a
kale,mbelég
repair,lɔ́gtà
egregious,lelʉ̀a
religion,letʉ́m
sustenance,éshÿɔg
sugar,mbelég
blister,ésyɛ́ʼ
crosstie,lelɔ́g
a great deal,légʉ́a
good deal,lekwɛ́
stroll,ḿbaŋte
pajama,cukúlù
erupt,éshʉ́a
heap,lepʉ́a
flim-flam,kwóŋte
wander,lekèle
rag,éssóte
bear out,éshÿɔg
origin,lesaʼá
develop,éshʉ́a
basal,letsìŋ
reviewer,letòŋo
substructure,letsìŋ
establish,letsìŋ
veer,lecʉ́a
mix in,éfaŋte
attract,éshwoŋ
wear,lekʉ̂a
john,kwóŋte
chemical group,manzòŋ
wrap,lekèle
indorse,éshÿɔg
grayback,lezyɛ̌
squash,lepwɔʼ
cabbage,lʉ̀mte
breadbasket,lepfòm
k. white cloth,makúkú
very much,gyɔ́ɔn
fishgig,ésyɛ́ʼ
going,legʉ̀a
joint,lefegé
spile,lekaʼá
feather,letoŋó
tiredness,lekʉ̂a
squash racquets,lepwɔʼ
patronage,éshÿɔg
hooking,lezɔ́b
unforesightful,levɔ́g
break away,éshʉ́a
get out,kʉ̀kʉ̀
decline,ésiŋte
k. cultural dance,malʉ́ŋ
mental test,lʉ̀ŋte
haunt,gegÿɛ́
sprinkle,ésyeen
ribbing,éssóte
Doctor,lɔ́gtà
aim,éshwoŋ
temper,cÿɔ̀gɔ
keep,éshÿɔg
rise,éshʉ́a
quite a little,lepʉ́a
party whip,ésyɛ́ʼ
exclaim,lelʉ̀a
assault,lekélè
slew,lekaʼá
vociferation,lelʉ̀a
Sun Myung Moon,máŋwʉ́
k. sickness,cʉ̀cÿò
handle,ésẅíbe
life,legwɔ́
weep,lelʉ̀a
sweetener,lezɔ́b
financial support,éshÿɔg
cherubic,mbàŋte
burning,ésẅíge
harum-scarum,gʉ̀gʉ̀
throne,kwɔ̀ʼɔ
moisten,éffote
improbable,máamáa
skunk,lepʉ́a
sort out,éfegte
avaritia,kègɔ̀ʼ
grandiloquent,máamáa
oedema,fɔ̀bte
pinch,lezɔ́b
a lot,légʉ́a
moolah,lʉ̀mte
skirt,lelʉŋé
commingle,éfaŋte
fend for,éshÿɔg
exhaust,ésẅéʼe
deposit,éshʉ́a
filth,lefóon
passel,lepʉ́a
Ball,lelùŋo
take a shit,kwɔ̀ʼɔ
twit,éssóte
lubricating oil,lefóon
lure,lezɔ́b
hybridise,éfʉ́ŋe
edged,lecʉ́a
proofreader,letòŋo
Cancer,kaŋsɛ̂
later,láʼ tá
counterbalance,ésiŋte
vibrate,ésẅete
flak,éfaʼte
withdraw,kʉ̀kʉ̀
false,lʉ̀ŋte
birdhouse,lepiʼí
expiration,lekẅɛ̀
extract,éshwoŋ
nark,mbâmbǎ
sanctify,ésẅéen
geartrain,éshwoŋ
ringing,lelʉŋé
butterfly stroke,gʉgÿɛ́
swing,malʉ́ŋ
cabbage,mbelég
sight,lekaʼá
hatful,lekaʼá
deplete,ésẅéʼe
movement,éshwoŋ
assort,éfegte
lift,gwɔ̀bɔ
blow,leluʼú
software,lepuʼú
joint,lefagá
pass,lekẅɛ̀
root,lesaʼá
fizgig,ésyɛ́ʼ
coalesce,éfaŋte
move out,éfÿɔ́g
clench,ésẅíbe
brokenheartedness,lemÿàg
specter,gegÿɛ́
distant past,la láʼ
replace,lefegé
betise,legʉ̀e
induce,éshwóŋ
cry out,lelʉ̀a
stave,lekélè
transversal,éfʉ́ŋe
prisonbreak,éshʉ́a
auto-mechanic,makánè
fatigue,lekʉ̂a
k. cultural dance,kelɔ̂g
livelihood,éshÿɔg
jack oak,lelyɛ̌
marijuana cigarette,lefegé
begrudge,éshʉ́m
bulb,lepfɔb
swing over,malʉ́ŋ
knock off,gwɔ̀bɔ
recollect,kwàŋte
sizable,gùgùbo
packet,lepuʼú
suit,éshwóŋ
continue,éfwoon
assail,éfaʼte
abide,éshÿɔg
accuse,ésẅile
weeping,lelʉ̀a
can,lepʉ́a
branding iron,hányàŋ
fraction,éshʉ́a
say,éshwóŋ
mob,lekaʼá
soften,éshʉ́a
mickle,lekwɛ́
bait,gwɔ̀bɔ
moolah,mbelég
comparability,kwɔ̌ɔn
box,lepuʼú
slump,ésiŋte
jam,lekaʼá
test,lʉ̀ŋte
stinging,lecʉ́a
rank,lelʉ̀a
computer software,lepuʼú
trim back,lecʉ́a
panoptic,mbèlàŋ
towboat,éshwoŋ
impersonation,lʉ̀ŋte
stand,éshÿɔg
younker,leshùm
life history,letsẅé
blood line,lesaʼá
understructure,letsìŋ
supporting,éshÿɔg
separate,éshʉ́a
Moon,máŋwʉ́
seem,ésíʼte
shut away,jÿɔ̀ʼɔ
round off,lekélè
tie,lelɔ́g
k. cultural dance,manzàb
staging,mbàndà
metre,legʉ̀a
k. cultural dance,késhʉʼ
sting,ésẅíge
bread,lʉ̀mte
toilet,lepʉ́a
suppose,éshwóŋ
nut,lelùŋo
cruciform wooden whistle,letagá
tell apart,éfegte
lifespan,letsẅé
slub,lezyɛ̌
stomach,lepfòm
hack,lecʉ́a
nose,lekèle
treated,cÿɔ̀gɔ
rob,gwɔ̀bɔ
wide,mbèlàŋ
patronise,éshÿɔg
premix,éfaŋte
dinero,lʉ̀mte
lie,éshʉ́a
moon on,máŋwʉ́
kiss,ésẅéʼe
spike,letuŋó
lifetime,legwɔ́
flagrant,lelʉ̀a
reprint,éfegte
potful,lepʉ́a
eternal rest,lelɔ́g
al-Qa'ida,letsìŋ
all-encompassing,mbèlàŋ
approach,éfaʼte
replace,lefagá
yell,lelʉ̀a
round down,lekélè
marijuana cigarette,lefagá
clams,lʉ̀mte
encompassing,mbèlàŋ
burl,lezyɛ̌
cut off,lecʉ́a
extraction,lesaʼá
preserve,éfwoon
chance,leluʼú
womanhood,manzwě
twist,lekèle
abide,manjÿò
idol,lepùme
glaring,lelʉ̀a
perish,lekẅɛ̀
funding,éshÿɔg
thieve,gwɔ̀bɔ
band,lelʉŋé
uprise,éshʉ́a
make an incision,ésyɛ́ʼ
vanish,ésyeen
mentation,kwàŋte
lancinating,lecʉ́a
in the end,magmag
knee joint,kẅiʼté
ignite,kyɛ̀ʼɛ
severalise,éfegte
day nursery,leleʼé
pass away,lekẅɛ̀
mark,éfegte
reefer,lefegé
sorrow,lemÿàg
railroad train,éshwoŋ
dwelling,lelaʼá
yap,lejÿɔʼ
spate,lekwɛ́
stand,manjÿò
honour,lepùme
vamp,éssóte
sprightliness,letsẅé
nap,lelɔ́g
tum,manjÿò
pack,leleŋé
tryout,lʉ̀ŋte
causal agent,éshwóŋ
sopor,lelɔ́g
mixing,éfaŋte
outwear,lekʉ̂a
phalanx,lelʉŋé
bread,mbelég
radix,letsìŋ
butterfly stroke,gégÿɛ́
honeyed,mbàŋte
romance,gʉgÿɛ́
crown of thorns,éfʉ́ŋe
prevarication,cÿɔ̌nò
piling,lekaʼá
stunned,legʉ̀e
blanket,mbèlàŋ
muckle,lekwɛ́
much,légʉ́a
dinero,mbelég
go down,ésẅɛ́ʼ
hiccough,késhʉʼ
anoint,kàlàsí
shuck,kwɔ̀gɔ
fair sex,manzwě
Benny Hill,lekwɛ́
atomiser,éfɔ́ɔn
celebrate,éfwoon
groom,éshwoŋ
clod,lelùŋo
greed,kègɔ̀ʼ
trap,lejÿɔʼ
groundwork,letsìŋ
knee,kẅiʼté
let on,éshʉ́a
circularise,ésyeen
choke,lekẅɛ̀
tote,éshwoŋ
conjuration,kwóŋte
bankrupt,éshʉ́a
get,kʉ̀kʉ̀
sizeable,gùgùbo
incubate,éshʉ́a
invidia,éshʉ́m
chunk,lepuʼú
clams,mbelég
entwine,makósǎ
conjuring trick,kwóŋte
bait,éssóte
exfoliation,kèkège
originate,éshʉ́a
bring out,éshʉ́a
endure,lepfòm
hoop,leleŋé
dialogue,éshwóŋ
say,kwɔ̌ɔn
glom,lezɔ́b
fake,lʉ̀ŋte
mess,lepʉ́a
suck,kʉ̀kʉ̀
cultivate,éshwoŋ
too,mbéláŋ
increment,éshʉ́a
axillary fossa,legabá
reefer,lefagá
expose,éshʉ́a
thwartwise,éfʉ́ŋe
James Jerome Hill,lekwɛ́
draw in,kʉ̀kʉ̀
one who digs something up,fwɔ̀ʼɔ
polish up,lekélè
ruffle,éfaŋte
consultation,lepigé
waste salt,kèyàga
slew,lepʉ́a
menage,lelaʼá
foolishness,legʉ̀e
anchor ring,lelʉŋé
foil,éfʉ́ŋe
carving,lecʉ́a
circularize,ésyeen
standard candle,málàʼa
path,mánzsè
home,letsìŋ
cause,éshwoŋ
naut mi,lezyɛ̌
madcap,gʉ̀gʉ̀
suppose,kwɔ̌ɔn
sweetener,gwɔ̀bɔ
indurate,cÿɔ̀gɔ
deal,lekaʼá
sp. white bean,malákú
give-up the ghost,lekẅɛ̀
expire,lekẅɛ̀
expression,kwɔ̌ɔn
scented,mbàŋte
practically,gyɔ́ɔn
rock oil,kàlàsí
light,levɔ́g
rupture,éshʉ́a
pinch,gwɔ̀bɔ
megabucks,lekaʼá
hybridizing,éfʉ́ŋe
spraying,éfɔ́ɔn
hill,lekwɛ́
attack,éfaʼte
cover,éfʉ́ŋe
grievance,kwɛ̀te
atomic pile,lekaʼá
covetousness,kègɔ̀ʼ
aliveness,legwɔ́
oil palm,letʉ̌ʉ
support,manjÿò
lure,gwɔ̀bɔ
turn,éshʉ́a
chat up,gʉgÿɛ́
internal,lelaʼá
struggle,lekwɛ̀
unintelligent,legʉ̀e
half-wit,gʉ̀gʉ̀
departure,legʉ̀a
toughened,cÿɔ̀gɔ
adjust,ésiŋte
vernacular,makʉ́ŋ
going away,legʉ̀a
holler,lelʉ̀a
sight,lepʉ́a
christian,kelétè
orb,lelùŋo
sneak,lezɔ́b
hold on,éfwoon
hatful,lepʉ́a
lunation,máŋwʉ́
ransack,kekÿɛ̀
release,legʉ̀a
discover,éshʉ́a
rest,cÿɔ̌nò
lie down,cÿɔ̌nò
inured,cÿɔ̀gɔ
burn,lecʉ́a
cop,gwɔ̀bɔ
batch,lekwɛ́
break in,éshʉ́a
reciprocation,lefegé
immoral,letsìŋ
taper,málàʼa
overstretch,éshwoŋ
ne plus ultra,lepùme
causal agency,éshwóŋ
sap,lelyɛ̌
string,kʉ̀kʉ̀
sustain,éfwoon
ill-tempered,éfʉ́ŋe
handgrip,ésẅíbe
romance,gégÿɛ́
call up,lelʉŋé
run,lʉ̀ŋte
lock,jÿɔ̀ʼɔ
Fe,hányàŋ
unwrap,éshʉ́a
tone-beginning,éfaʼte
integrate,éfaŋte
knitwork,makósǎ
mizzle,éffote
skirt around,ḿbáʼte
burnt umber,kàafée
pull out,éshwoŋ
closed chain,lelʉŋé
enunciate,éshwóŋ
plan of attack,éfaʼte
fag out,lekʉ̂a
underpin,éshÿɔg
Crab,kaŋsɛ̂
articulatio,lefegé
corroborate,éshÿɔg
traverse,éfʉ́ŋe
telephone,lelʉŋé
swelling,leluʼú
BM,kwɔ̀ʼɔ
aggroup,manzòŋ
pull in,kʉ̀kʉ̀
rest,lelɔ́g
stock,lesaʼá
k. bowl made from a calabash,kàtùʼu
wanderer,gégaŋá
track,éfʉ́ŋe
peal,leleŋé
life story,legwɔ́
slay,éfÿɔ́g
catch some Z's,lelɔ́g
sweetness,mbàŋte
hold,éfwoon
teasing,éssóte
corporation,lepʉ́a
faecal matter,kwɔ̀ʼɔ
dally,gʉgÿɛ́
tire out,lekʉ̂a
state,éshwóŋ
sticker,lezɔ́g
manioca,kasálà
armpit,legabá
brook,éshÿɔg
hard-boiled,cÿɔ̀gɔ
after,láʼ tá
dialog,éshwóŋ
incandescent lamp,lepfɔb
 Eh !, Ɛ̌ɛn!
psychoanalyze,ḿbaʼte
newsprint,mantúm
residence hall,lelaʼá
wretched woman,maapfó
use up,ésẅéʼe
blast,éfaʼte
tack,lefegé
golf shot,malʉ́ŋ
lightsomeness,jyâjyâ
divulge,éshʉ́a
tease apart,éssóte
shout,lelʉ̀a
thin,lecʉ́a
interior,lelaʼá
prepare,éshwoŋ
sound of laughing,hàhàhà
statue,kʉ̀kʉ̀
burn,ésẅíge
closet,jÿɔ́ʼɔ
exigent,lelʉ̀a
amble,mbàŋte
radical,manzòŋ
tintinnabulation,lelʉŋé
circle,lekélè
appointee,lelèʼe
reciprocation,lefagá
displume,éshwoŋ
abnegate,ésẅíge
trace,kʉ̀kʉ̀
pedestal,letsìŋ
objurgate,ésiŋte
purloin,gwɔ̀bɔ
swipe,gwɔ̀bɔ
swinging,malʉ́ŋ
pj's,cukúlù
fire,ésẅíge
spellbind,ésẅíbe
enviousness,éshʉ́m
shaft,lekwoŋ
ballock,lelùŋo
house,lelaʼá
angelic,mbàŋte
delineate,kʉ̀kʉ̀
crosshatch,éshʉ́a
traveling bag,ésẅíbe
perfumed,mbàŋte
come apart,éfegte
set on,éfaʼte
posterior,láʼ tá
coxcomb,kekÿɛ̀
long-eared owl,gẅílíd
opine,kwàŋte
set,cÿɔ̀gɔ
illusion,kwóŋte
take,éshwoŋ
rest home,lelaʼá
speciate,éfegte
articulatio,lefagá
loss,lekẅɛ̀
stand,letsìŋ
k. child’s game to be able to eat,kàsàʼa
living,letsẅé
stomach,éshÿɔg
surround,lelʉŋé
vulva,mátsɔʼ
bunker,lejÿɔʼ
voluminous,lekèle
crumple,makósǎ
crossbreeding,éfʉ́ŋe
comb,kekÿɛ̀
inadequate,levɔ́g
hither,jʉʼɔɔn
dangle,malʉ́ŋ
young,leshùm
gross,lelʉ̀a
shortstop,levɔ́g
date,lelèʼe
retard,gʉ̀gʉ̀
brook,manjÿò
elation,jyâjyâ
muckle,lekaʼá
fall in,éshʉ́a
commode,lepʉ́a
perfection,lepùme
oil,kàlàsí
solicit,gwɔ̀bɔ
phlebotomise,kèmùʼu
cogitate,kwàŋte
dwell,éshʉ́a
parasite,kèmùʼu
check,éshʉ́a
sunburn,ésẅíge
round,éfaʼte
tack,lefagá
coquette,éssóte
puff,éshwoŋ
tidy sum,lekaʼá
forwarding,manzòŋ
Bamboutos mountain,mangwá
eat up,ésẅéʼe
plentiful,gùgùbo
loftiness,Mbélòŋ
hole,lejÿɔʼ
claw,gwɔ̀bɔ
root for,éshwoŋ
baseborn,letsìŋ
ancestry,lesaʼá
mixture,éfaŋte
Cancer the Crab,kaŋsɛ̂
switch,lefegé
trumpery,jyâjyâ
inception,lesaʼá
go on,éfwoon
marvel,mángʉm
heap,lekwɛ́
k. musical instrument made of two calabashes and used for twin’s ceremonies,lefomó
distribute,ésyeen
theme,letsìŋ
dissipate,ésyeen
snog,ésẅéʼe
mile,lezyɛ̌
substantiate,éshÿɔg
cornerstone,letsìŋ
break dance,éshʉ́a
golf stroke,malʉ́ŋ
hydrops,fɔ̀bte
chocolate,kàafée
engage,jÿɔ̀ʼɔ
audience,lepigé
watershed,éshʉ́a
scratch,lʉ̀mte
too much,légʉ́a
afters,mbàŋte
forgetful,levɔ́g
watchword,lelʉ̀a
string,éshwoŋ
shin,lekwɛ̀
fresh,mbàŋte
glom,gwɔ̀bɔ
stomach,manjÿò
Calluna vulgaris,jÿɔ̀gɔ
divide,éfegte
glob,lepuʼú
circulate,ésyeen
cash in one's chips,lekẅɛ̀
suspension,éshʉ́a
get out,lekẅɛ̀
take,éfÿɔ́g
descale,kèkège
peck,lekaʼá
draw off,kʉ̀kʉ̀
blood loss,máshúa
razz,éssóte
irritant,lezɔ́g
mint,lekaʼá
locoweed,lepʉ́a
driving,éshwoŋ
raft,lekwɛ́
even up,ésiŋte
abundance,gyɔ́ɔn
deal,lepʉ́a
swerve,lecʉ́a
thwart,éfʉ́ŋe
dazed,legʉ̀e
discipline,ésiŋte
effort,éshwóŋ
bear,manjÿò
tummy,lepfòm
split,éfegte
lie in,cÿɔ̌nò
adhesive friction,ésẅíbe
protrusion,leluʼú
hold back,éfwoon
attack,lekélè
snare,lezɔ́b
atomic reactor,lekaʼá
rally,éssóte
fill out,lekélè
endure,éshÿɔg
titillate,ésẅete
mound,lekwɛ́
middle-class,fùɔlàb
crossbreed,éfʉ́ŋe
grounds,éshwóŋ
ball,lelùŋo
digest,lepfòm
switch,lefagá
ambuscade,lejÿɔʼ
weariness,lekʉ̂a
tolerate,éshÿɔg
get into problems,ésyeen
hit,éfÿɔ́g
reveal,éshʉ́a
divergence,legʉ̀a
bring down,lecʉ́a
rack up,ésyɛ́ʼ
tantalization,éssóte
butterfly,gʉgÿɛ́
scratch,mbelég
k. cultural dance,lefÿɛ́
secernate,éfegte
furtherance,manzòŋ
husk,kwɔ̀gɔ
feed,ésẅéʼe
fall,kyɛ̀ʼɛ
terminus,lenuŋé
crabbed,éfʉ́ŋe
titillation,ésẅete
pull,éshwoŋ
simulated,lʉ̀ŋte
charge,ésẅile
force back,éshwoŋ
blazon out,lelʉ̀a
passing,legʉ̀a
track,mánzsè
capitulum,letuŋó
overcharge,lezɔ́b
Alfred Hawthorne,lekwɛ́
parkway,éshwoŋ
rich,gùgùbo
respite,éshʉ́a
scotch,éfʉ́ŋe
read,éshwóŋ
scatter,ésyeen
drizzle,éffote
card,éssóte
crusade,éshwoŋ
around,lekélè
murder,éfÿɔ́g
dust,ésyeen
medico,lɔ́gtà
clean a taro tuber,ésyɛ́ʼ
mineral pitch,kùntâg
bunk,jyâjyâ
moonlight,máŋwʉ́
take out,éfÿɔ́g
nobble,lezɔ́b
imbecile,gʉ̀gʉ̀
turn off,lecʉ́a
drive,éshwóŋ
illuminate,kyɛ̀ʼɛ
base,letsìŋ
eternal sleep,lelɔ́g
mickle,lepʉ́a
bite,ésẅíge
pull a fast one on,kwóŋte
whoremaster,kwóŋte
saccharify,lʉ̀mte
cretin,gʉ̀gʉ̀
feces,kwɔ̀ʼɔ
exit,legʉ̀a
rive,éshwoŋ
pluck,gwɔ̀bɔ
differentiate,éfegte
subscriber,letòŋo
tantalise,éssóte
secern,éfegte
newspaper,mantúm
